,BS_plot,SampleYear,p_ram,group,elevation,slope,dead_live_ratio,SE Class,stem_count,fire_presence,total volume per plot (500m2)
0,BS002,2006,1,control,359,33,0.0625,SESE_D,1,0,
1,BS002,2010,1,control,359,33,0.1875,SESE_D,3,0,0.0
2,BS002,2013,1,control,359,33,0.1111111111111111,SESE_D,2,0,0.0
3,BS002,2018,1,control,359,33,0.17647058823529413,SESE_D,3,0,0.0
4,BS002,2022,1,control,359,33,0.23076923076923078,SESE_D,3,0,1.670235156
5,BS027,2006,1,control,244,41,0.18181818181818182,SESE_D,2,0,
6,BS027,2009,1,control,244,41,0.15384615384615385,SESE_D,2,0,2.448748283
7,BS027,2010,1,control,244,41,0.15384615384615385,SESE_D,2,0,2.4487482839999997
8,BS027,2013,1,control,244,41,0.15384615384615385,SESE_D,2,0,2.6518836639999996
9,BS027,2018,1,control,244,41,0.25,SESE_D,3,0,7.972697393
10,BS027,2022,1,control,244,41,0.25,SESE_D,3,0,11.775860059
11,BS038,2007,1,dolan,553,33,0.22580645161290322,SESE_D,7,0,
12,BS038,2021,1,dolan,553,33,6.666666666666667,SESE_D,20,1,3.83949809
13,BS045,2007,1,dolan_chalk,478,39,0.12,SESE_D,3,0,
14,BS045,2009,1,dolan_chalk,478,39,1.8571428571428572,SESE_D,13,1,3.442813662
15,BS048,2007,0,dolan_chalk,475,20,0.1875,SESE_D,3,0,
16,BS048,2009,0,dolan_chalk,475,20,0.35714285714285715,SESE_D,5,1,0.838234607
17,BS048,2021,0,dolan_chalk,475,20,0.0,SESE_D,0,1,5.1912027290000005
18,BS050,2007,0,dolan_chalk,670,18,0.12162162162162163,SESE_D,9,0,
19,BS050,2009,0,dolan_chalk,670,18,0.7450980392156863,SESE_D,38,1,11.903282587
20,BS050,2021,0,dolan_chalk,670,18,1.7857142857142858,SESE_D,25,1,0.0595725
21,BS052,2007,0,dolan_chalk,541,32,0.24242424242424243,SESE_D,16,0,
22,BS052,2009,0,dolan_chalk,541,32,3.4,SESE_D,34,1,0.888186755
23,BS052,2010,0,dolan_chalk,541,32,3.2222222222222223,SESE_D,29,1,0.8933934139999999
24,BS052,2013,0,dolan_chalk,541,32,0.3617021276595745,SESE_D,17,1,4.132222011
25,BS052,2018,0,dolan_chalk,541,32,0.26229508196721313,SESE_D,16,1,4.664371836
26,BS052,2021,0,dolan_chalk,541,32,5.3,SESE_D,53,1,1.172549182
27,BS053,2007,1,dolan_chalk,317,38,0.42857142857142855,SESE_D,6,0,
28,BS053,2009,1,dolan_chalk,317,38,0.3333333333333333,SESE_D,2,1,29.993038162000005
29,BS053,2010,1,dolan_chalk,317,38,0.06666666666666667,SESE_D,1,1,31.958865571
30,BS053,2013,1,dolan_chalk,317,38,0.034482758620689655,SESE_D,2,1,34.469751174
31,BS053,2018,1,dolan_chalk,317,38,0.015625,SESE_D,1,1,34.424304111
32,BS053,2021,1,dolan_chalk,317,38,5.2,SESE_D,26,1,4.995042109
33,BS058,2007,0,dolan,744,25,0.09558823529411764,SESE_D,13,0,
34,BS058,2009,0,dolan,744,25,0.09375,SESE_D,15,0,0.959726514
35,BS058,2010,0,dolan,744,25,0.08383233532934131,SESE_D,14,0,0.959726514
36,BS058,2013,0,dolan,744,25,0.15,SESE_D,24,0,0.959726514
37,BS058,2018,0,dolan,744,25,0.4122137404580153,SESE_D,54,0,2.679536748
38,BS058,2021,0,dolan,744,25,0.9032258064516129,SESE_D,56,1,0.303839133
39,BS059,2007,0,dolan,630,40,0.14516129032258066,SESE_D,9,0,
40,BS059,2021,0,dolan,630,40,0.28688524590163933,SESE_D,35,1,0.0
41,BS081,2006,1,sober,308,23,0.16216216216216217,SESE_D,6,0,
42,BS081,2018,1,sober,308,23,0.34782608695652173,SESE_D,24,1,4.101016212
43,BS081,2023,1,sober,308,23,0.3235294117647059,SESE_D,22,1,5.455198468
44,BS084,2006,1,sober,432,36,0.0,SESE_D,0,0,
45,BS084,2010,1,sober,432,36,0.17647058823529413,SESE_D,3,0,1.154731964
46,BS084,2013,1,sober,432,36,0.16666666666666666,SESE_D,3,0,2.318745484
47,BS084,2018,1,sober,432,36,0.19148936170212766,SESE_D,9,1,0.874084028
48,BS084,2022,1,sober,432,36,0.09090909090909091,SESE_D,3,1,1.033069037
49,BS086,2006,1,sober,578,28,0.0,SESE_D,0,0,
50,BS086,2018,1,sober,578,28,0.07894736842105263,SESE_D,3,1,0.427917525
51,BS086,2023,1,sober,578,28,0.11538461538461539,SESE_D,3,1,0.605386094
52,BS087,2006,1,control,508,27,0.38095238095238093,SESE_D,8,0,
53,BS098,2007,1,sober,478,39,0.65,SESE_D,13,0,
54,BS098,2018,1,sober,478,39,0.2903225806451613,SESE_D,9,1,2.231441359
55,BS098,2023,1,sober,478,39,0.19047619047619047,SESE_D,8,1,4.861940399
56,BS118,2006,1,sober,412,28,0.0,SESE_D,0,0,
57,BS123,2006,1,sober,293,17,0.0,SESE_D,0,0,
58,BS123,2018,1,sober,293,17,0.75,SESE_D,3,1,0.0
59,BS123,2023,1,sober,293,17,0.25,SESE_D,1,1,0.276682303
60,BS124,2006,1,sober,353,23,0.0,SESE_D,0,0,
61,BS124,2009,1,sober,353,23,0.0625,SESE_D,1,0,0.0
62,BS124,2010,1,sober,353,23,0.0,SESE_D,0,0,0.0
63,BS124,2013,1,sober,353,23,0.0,SESE_D,0,0,0.0
64,BS124,2018,1,sober,353,23,0.7,SESE_D,7,1,0.0
65,BS124,2023,1,sober,353,23,0.1,SESE_D,1,1,0.0
66,BS125,2006,1,control,380,20,0.06818181818181818,SESE_D,3,0,
67,BS129,2006,1,control,340,25,0.0,SESE_D,0,0,
68,BS130,2006,1,control,242,3,0.25,SESE_D,8,0,
69,BS130,2009,1,control,242,3,0.3225806451612903,SESE_D,10,0,1.605690355
70,BS130,2010,1,control,242,3,0.25,SESE_D,8,0,1.593690355
71,BS130,2013,1,control,242,3,0.3333333333333333,SESE_D,10,0,1.785890355
72,BS130,2018,1,control,242,3,0.23333333333333334,SESE_D,7,0,2.380890355
73,BS131,2006,1,control,223,25,0.34375,SESE_D,22,0,
74,BS131,2009,1,control,223,25,0.43548387096774194,SESE_D,27,0,0.477724402
75,BS131,2010,1,control,223,25,0.45901639344262296,SESE_D,28,0,0.477724402
76,BS131,2013,1,control,223,25,0.4166666666666667,SESE_D,25,0,0.477724402
77,BS131,2018,1,control,223,25,0.43636363636363634,SESE_D,24,0,0.477724402
78,BS134,2006,1,sober,513,27,0.1111111111111111,SESE_D,1,0,
79,BS134,2018,1,sober,513,27,0.16,SESE_D,4,1,0.165086767
80,BS134,2023,1,sober,513,27,0.0,SESE_D,0,1,0.336550967
81,BS135,2006,1,sober,433,27,0.3064516129032258,SESE_D,19,0,
82,BS137,2006,1,control,258,18,0.0,SESE_D,0,0,
83,BS140,2007,1,sober,293,15,0.0,SESE_D,0,0,
84,BS140,2009,1,sober,293,15,0.08695652173913043,SESE_D,2,0,0.0
85,BS140,2010,1,sober,293,15,0.08695652173913043,SESE_D,2,0,0.0
86,BS140,2013,1,sober,293,15,0.13043478260869565,SESE_D,3,0,0.483919485
87,BS140,2018,1,sober,293,15,0.625,SESE_D,10,1,10.956978338999999
88,BS140,2022,1,sober,293,15,0.5384615384615384,SESE_D,7,1,11.239798754999999
89,BS147,2006,1,sober,399,36,0.0,SESE_D,0,0,
90,BS147,2009,1,sober,399,36,0.14285714285714285,SESE_D,1,0,7.490675565
91,BS147,2010,1,sober,399,36,0.14285714285714285,SESE_D,1,0,7.490675564
92,BS147,2013,1,sober,399,36,0.14285714285714285,SESE_D,1,0,8.154924588
93,BS147,2018,1,sober,399,36,0.05154639175257732,SESE_D,5,1,1.649620693
94,BS147,2022,1,sober,399,36,0.25,SESE_D,6,1,3.9608157559999997
95,BS151,2006,1,sober,490,10,0.16666666666666666,SESE_D,5,0,
96,BS152,2006,1,sober,389,18,0.019230769230769232,SESE_D,1,0,
97,BS156,2007,1,sober_chalk,403,34,0.5333333333333333,SESE_D,16,0,
98,BS156,2009,1,sober_chalk,403,34,2.0,SESE_D,18,1,5.1454493590000006
99,BS156,2018,1,sober_chalk,403,34,1.4912280701754386,SESE_D,85,1,18.947383717
100,BS157,2007,1,sober_chalk,325,23,0.20454545454545456,SESE_D,9,0,
101,BS160,2007,0,sober_chalk,386,38,0.16666666666666666,SESE_D,2,0,
102,BS160,2009,0,sober_chalk,386,38,0.3333333333333333,SESE_D,3,1,0.205703633
103,BS160,2010,0,sober_chalk,386,38,0.1,SESE_D,4,1,0.205703633
104,BS160,2013,0,sober_chalk,386,38,0.08620689655172414,SESE_D,5,1,1.239865767
105,BS160,2018,0,sober_chalk,386,38,0.5576923076923077,SESE_D,29,1,15.026967417
106,BS160,2022,0,sober_chalk,386,38,0.2,SESE_D,6,1,15.026967417
107,BS165,2007,0,sober_chalk,287,10,0.0625,SESE_D,1,0,
108,BS165,2009,0,sober_chalk,287,10,0.5833333333333334,SESE_D,7,1,3.2100737579999996
109,BS165,2010,0,sober_chalk,287,10,0.5,SESE_D,6,1,3.438517079
110,BS165,2013,0,sober_chalk,287,10,0.4166666666666667,SESE_D,5,1,3.1593509149999996
111,BS165,2018,0,sober_chalk,287,10,0.09090909090909091,SESE_D,1,1,2.3164922270000003
112,BS165,2022,0,sober_chalk,287,10,0.0,SESE_D,0,1,7.897447308000001
113,BS166,2007,0,sober_chalk,352,25,0.0,SESE_D,0,0,
114,BS166,2009,0,sober_chalk,352,25,1.0,SESE_D,6,1,0.0
115,BS166,2018,0,sober_chalk,352,25,0.42857142857142855,SESE_D,3,1,0.0
116,BS166,2023,0,sober_chalk,352,25,0.125,SESE_D,1,1,0.455326731
117,BS167,2007,1,sober_chalk,409,36,0.10526315789473684,SESE_D,2,0,
118,BS168,2007,1,sober_chalk,317,35,0.0,SESE_D,0,0,
119,BS168,2009,1,sober_chalk,317,35,0.6,SESE_D,3,1,3.082538566
120,BS168,2018,1,sober_chalk,317,35,0.5,SESE_D,2,1,9.788314835
121,BS168,2023,1,sober_chalk,317,35,0.0,SESE_D,0,1,10.052773357000001
122,BS177,2007,1,sober_chalk,540,36,0.11764705882352941,SESE_D,4,0,
123,BS186,2006,1,control,235,22,0.25,SESE_D,5,0,
124,BS187,2006,1,chalk,114,16,0.2631578947368421,SESE_D,5,0,
125,BS187,2009,1,chalk,114,16,1.625,SESE_D,13,1,0.0
126,BS187,2010,1,chalk,114,16,0.36363636363636365,SESE_D,12,1,0.358681916
127,BS187,2013,1,chalk,114,16,0.3541666666666667,SESE_D,17,1,0.358681916
128,BS187,2018,1,chalk,114,16,0.38461538461538464,SESE_D,20,1,0.358681916
129,BS187,2022,1,chalk,114,16,0.2727272727272727,SESE_D,9,1,0.753712646
130,BS190,2006,1,chalk,79,8,0.0,SESE_D,0,0,
131,BS190,2009,1,chalk,79,8,0.2,SESE_D,2,1,24.871448527
132,BS190,2018,1,chalk,79,8,0.3103448275862069,SESE_D,9,1,35.342633453999994
133,BS193,2023,1,sober_chalk,413,27,0.0,SESE_D,0,1,2.006572063
134,BS207,2006,1,control,305,33,0.18888888888888888,SESE_D,17,0,
135,BS210,2007,1,control,25,40,0.34375,SESE_D,11,0,
136,BS219,2006,0,chalk,101,19,0.05405405405405406,SESE_D,2,0,
137,BS219,2009,0,chalk,101,19,0.95,SESE_D,19,1,3.951294964
138,BS221,2006,1,sober_chalk,435,30,0.4,SESE_D,2,0,
139,BS221,2010,1,sober_chalk,435,30,0.09375,SESE_D,3,1,1.823221529
140,BS221,2013,1,sober_chalk,435,30,0.16216216216216217,SESE_D,6,1,4.690603488
141,BS221,2018,1,sober_chalk,435,30,0.875,SESE_D,21,1,0.091277671
142,BS221,2023,1,sober_chalk,435,30,0.08695652173913043,SESE_D,2,1,0.049970958
143,BS222,2006,1,sober_chalk,416,37,0.0,SESE_D,0,0,
144,BS222,2009,1,sober_chalk,416,37,1.6,SESE_D,8,1,15.951751996999999
145,BS224,2007,1,sober_chalk,435,31,0.0,SESE_D,0,0,
146,BS224,2009,1,sober_chalk,435,31,1.4,SESE_D,7,1,0.186977542
147,BS224,2010,1,sober_chalk,435,31,0.6666666666666666,SESE_D,4,1,0.175479313
148,BS224,2013,1,sober_chalk,435,31,0.7142857142857143,SESE_D,5,1,0.288494868
149,BS224,2018,1,sober_chalk,435,31,0.8,SESE_D,4,1,0.160267349
150,BS224,2022,1,sober_chalk,435,31,0.4,SESE_D,2,1,0.431872543
151,BS226,2006,1,sober_chalk,474,38,0.1,SESE_D,6,0,
152,BS226,2009,1,sober_chalk,474,38,5.333333333333333,SESE_D,64,1,3.508870479
153,BS226,2018,1,sober_chalk,474,38,2.103448275862069,SESE_D,61,1,10.124251633999998
154,BS226,2023,1,sober_chalk,474,38,0.45161290322580644,SESE_D,14,1,10.693541602999998
155,BS228,2006,1,sober_chalk,600,40,0.0,SESE_D,0,0,
156,BS239,2006,1,control,88,35,0.0,SESE_D,0,0,
157,BS239,2018,1,control,88,35,0.21052631578947367,SESE_D,4,0,0.18864478499999998
158,BS240,2006,1,sober_chalk,305,39,0.3611111111111111,SESE_D,13,0,
159,BS241,2006,1,sober_chalk,361,39,0.08333333333333333,SESE_D,1,0,
160,BS241,2023,1,sober_chalk,361,39,0.1,SESE_D,1,1,2.968603485
161,BS242,2006,1,sober_chalk,403,39,0.25,SESE_D,3,0,
162,BS242,2009,1,sober_chalk,403,39,1.4,SESE_D,7,1,0.0
163,BS242,2010,1,sober_chalk,403,39,1.2,SESE_D,6,1,0.0
164,BS242,2013,1,sober_chalk,403,39,1.2,SESE_D,6,1,0.525203449
165,BS242,2018,1,sober_chalk,403,39,0.16666666666666666,SESE_D,1,1,3.269396937
166,BS242,2022,1,sober_chalk,403,39,0.16666666666666666,SESE_D,1,1,6.792699053
167,BS243,2006,0,sober_chalk,423,27,0.46153846153846156,SESE_D,6,0,
168,BS244,2006,0,sober_chalk,357,35,0.06976744186046512,SESE_D,3,0,
169,BS244,2009,0,sober_chalk,357,35,0.76,SESE_D,19,1,12.63155768
170,BS244,2010,0,sober_chalk,357,35,0.425,SESE_D,17,1,12.63155768
171,BS244,2013,0,sober_chalk,357,35,0.18571428571428572,SESE_D,13,1,12.762546386
172,BS244,2018,0,sober_chalk,357,35,0.7222222222222222,SESE_D,39,1,19.310048523000003
173,BS244,2023,0,sober_chalk,357,35,0.07894736842105263,SESE_D,3,1,19.431094088000002
174,BS247,2006,0,sober_chalk,570,26,0.3181818181818182,SESE_D,28,0,
175,BS247,2009,0,sober_chalk,570,26,0.8709677419354839,SESE_D,54,1,33.864621291
176,BS247,2010,0,sober_chalk,570,26,0.4811320754716981,SESE_D,51,1,34.163972659
177,BS247,2013,0,sober_chalk,570,26,0.1958041958041958,SESE_D,28,1,32.733673736
178,BS247,2018,0,sober_chalk,570,26,0.859375,SESE_D,110,1,4.114019998
179,BS247,2022,0,sober_chalk,570,26,0.42105263157894735,SESE_D,24,1,3.702439591
180,BS249,2006,1,sober_chalk,580,30,0.013071895424836602,SESE_D,2,0,
181,BS249,2009,1,sober_chalk,580,30,2.806451612903226,SESE_D,87,1,15.689741241
182,BS260,2006,1,control,240,11,0.0,SESE_D,0,0,
183,BS265,2006,0,control,200,20,0.10852713178294573,SESE_D,14,0,
184,BS267,2006,1,control,160,37,0.14285714285714285,SESE_D,4,0,
185,BS276,2006,1,chalk,357,22,0.16666666666666666,SESE_D,4,0,
186,BS276,2009,1,chalk,357,22,2.4285714285714284,SESE_D,17,1,0.760218298
187,BS276,2023,1,chalk,357,22,0.2894736842105263,SESE_D,11,1,0.716307669
188,BS277,2007,1,dolan_chalk,262,44,0.18181818181818182,SESE_D,4,0,
189,BS277,2009,1,dolan_chalk,262,44,3.4,SESE_D,17,1,0.987740293
190,BS277,2021,1,dolan_chalk,262,44,4.5,SESE_D,63,1,0.7725567459999999
191,BS278,2006,1,dolan_chalk,384,41,0.13793103448275862,SESE_D,4,0,
192,BS278,2009,1,dolan_chalk,384,41,5.0,SESE_D,25,1,0.0
193,BS278,2010,1,dolan_chalk,384,41,3.8,SESE_D,19,1,0.0
194,BS278,2013,1,dolan_chalk,384,41,1.7142857142857142,SESE_D,12,1,0.0
195,BS278,2018,1,dolan_chalk,384,41,0.42857142857142855,SESE_D,6,1,0.0
196,BS278,2021,1,dolan_chalk,384,41,4.75,SESE_D,19,1,2.1214632079999998
197,BS279,2006,0,dolan_chalk,256,15,0.16,SESE_D,12,0,
198,BS279,2009,0,dolan_chalk,256,15,2.625,SESE_D,63,1,2.910120107
199,BS279,2021,0,dolan_chalk,256,15,2.7142857142857144,SESE_D,38,1,8.6830343
200,BS281,2006,0,dolan,92,33,0.18487394957983194,SESE_D,22,0,
201,BS283,2006,1,chalk,606,33,0.08333333333333333,SESE_D,1,0,
202,BS283,2009,1,chalk,606,33,3.5,SESE_D,7,1,0.0
203,BS283,2010,1,chalk,606,33,0.1276595744680851,SESE_D,6,1,1.918060125
204,BS283,2013,1,chalk,606,33,0.06779661016949153,SESE_D,4,1,5.180326340000001
205,BS283,2018,1,chalk,606,33,0.21428571428571427,SESE_D,12,1,5.221019782
206,BS283,2022,1,chalk,606,33,0.023809523809523808,SESE_D,1,1,5.221019782
207,BS293,2006,1,control,287,21,0.0,SESE_D,0,0,
208,BS295,2007,1,dolan,150,25,0.8461538461538461,SESE_D,11,0,
209,BS295,2009,1,dolan,150,25,0.8461538461538461,SESE_D,11,0,6.015904259
210,BS295,2010,1,dolan,150,25,1.0,SESE_D,11,0,6.015904259
211,BS295,2013,1,dolan,150,25,0.9166666666666666,SESE_D,11,0,6.04514856
212,BS295,2018,1,dolan,150,25,1.0909090909090908,SESE_D,12,0,6.04514856
213,BS295,2021,1,dolan,150,25,0.7,SESE_D,7,1,1.755125219
214,BS296,2006,0,dolan_chalk,590,40,0.0,SESE_D,0,0,
215,BS296,2009,0,dolan_chalk,590,40,0.0,SESE_D,0,1,0.643084016
216,BS296,2021,0,dolan_chalk,590,40,0.07017543859649122,SESE_D,4,1,3.269701211
217,BS297,2006,1,dolan_chalk,618,30,0.3333333333333333,SESE_D,5,0,
218,BS297,2009,1,dolan_chalk,618,30,2.0,SESE_D,10,1,2.417993545
219,BS297,2010,1,dolan_chalk,618,30,1.6666666666666667,SESE_D,10,1,2.417993545
220,BS297,2013,1,dolan_chalk,618,30,0.8333333333333334,SESE_D,10,1,3.0588990229999995
221,BS297,2018,1,dolan_chalk,618,30,0.3333333333333333,SESE_D,7,1,9.720756725
222,BS297,2021,1,dolan_chalk,618,30,0.6,SESE_D,6,1,0.552958308
223,BS299,2006,0,dolan_chalk,199,40,0.09090909090909091,SESE_D,1,0,
224,BS299,2009,0,dolan_chalk,199,40,0.2,SESE_D,2,1,4.400962901
225,BS299,2021,0,dolan_chalk,199,40,1.8571428571428572,SESE_D,13,1,4.066105998
226,BS301,2006,1,dolan_chalk,510,27,0.15789473684210525,SESE_D,6,0,
227,BS301,2009,1,dolan_chalk,510,27,2.8333333333333335,SESE_D,34,1,0.0
228,BS301,2010,1,dolan_chalk,510,27,1.9444444444444444,SESE_D,35,1,0.128086149
229,BS301,2013,1,dolan_chalk,510,27,1.0344827586206897,SESE_D,30,1,0.796718382
230,BS301,2018,1,dolan_chalk,510,27,0.30952380952380953,SESE_D,13,1,5.976655202
231,BS301,2021,1,dolan_chalk,510,27,2.6363636363636362,SESE_D,29,1,0.48341649600000003
232,BS309,2006,1,dolan_chalk,640,17,0.0,SESE_D,0,0,
233,BS313,2006,1,control,581,20,0.13157894736842105,SESE_D,5,0,
234,BS313,2010,1,control,581,20,0.05660377358490566,SESE_D,3,0,37.976233109000006
235,BS313,2013,1,control,581,20,0.05084745762711865,SESE_D,3,0,38.906092786
236,BS313,2018,1,control,581,20,0.039473684210526314,SESE_D,3,0,40.483122986000005
237,BS313,2022,1,control,581,20,0.08333333333333333,SESE_D,3,0,41.920545157
238,BS338,2006,0,control,599,21,0.2916666666666667,SESE_D,7,0,
239,BS355,2007,0,sober_chalk,470,33,0.1875,SESE_D,6,0,
240,BS355,2009,0,sober_chalk,470,33,2.2857142857142856,SESE_D,16,1,0.16847576
241,BS355,2010,0,sober_chalk,470,33,1.7777777777777777,SESE_D,16,1,0.16847576
242,BS355,2013,0,sober_chalk,470,33,0.5333333333333333,SESE_D,8,1,0.323853356
243,BS355,2018,0,sober_chalk,470,33,0.7058823529411765,SESE_D,12,1,2.472934581
244,BS355,2023,0,sober_chalk,470,33,0.4166666666666667,SESE_D,5,1,2.721801263
245,BS359,2007,0,sober_chalk,717,37,0.28,SESE_D,7,0,
246,BS359,2009,0,sober_chalk,717,37,0.6153846153846154,SESE_D,8,1,0.0
247,BS376,2007,1,control,185,38,0.0,SESE_D,0,0,
248,BS382,2006,1,dolan_chalk,410,39,0.2777777777777778,SESE_D,15,0,
249,BS382,2021,1,dolan_chalk,410,39,0.7868852459016393,SESE_D,48,1,0.331415209
250,BS388,2007,1,dolan,146,24,0.2641509433962264,SESE_D,14,0,
251,BS388,2018,1,dolan,146,24,0.04838709677419355,SESE_D,3,0,4.562418064
252,BS388,2021,1,dolan,146,24,3.3333333333333335,SESE_D,30,1,3.586567676
253,BS389,2006,0,dolan,135,38,0.13636363636363635,SESE_D,3,0,
254,BS389,2021,0,dolan,135,38,4.0,SESE_D,24,1,1.830286932
255,BS390,2007,1,sober_chalk,328,27,0.0,SESE_D,0,0,
256,BS390,2009,1,sober_chalk,328,27,2.0,SESE_D,2,1,1.198154351
257,BS390,2013,1,sober_chalk,328,27,1.0,SESE_D,1,1,0.543750783
258,BS390,2022,1,sober_chalk,328,27,0.5,SESE_D,1,1,2.863861648
259,BS391,2007,1,dolan,203,35,0.07142857142857142,SESE_D,8,0,
260,BS391,2010,1,dolan,203,35,0.08653846153846154,SESE_D,9,0,7.668196720000001
261,BS391,2013,1,dolan,203,35,0.08737864077669903,SESE_D,9,0,6.242549791
262,BS391,2018,1,dolan,203,35,0.12,SESE_D,12,0,6.242549791
263,BS391,2021,1,dolan,203,35,16.5,SESE_D,66,1,5.825086753000001
264,BS392,2007,1,dolan,294,29,0.11627906976744186,SESE_D,20,0,
265,BS392,2009,1,dolan,294,29,0.25142857142857145,SESE_D,44,0,3.473046386
266,BS392,2010,1,dolan,294,29,0.2542372881355932,SESE_D,45,0,3.473046387
267,BS392,2013,1,dolan,294,29,0.20555555555555555,SESE_D,37,0,4.119816905
268,BS392,2018,1,dolan,294,29,0.26666666666666666,SESE_D,44,0,4.119816905
269,BS392,2021,1,dolan,294,29,6.0,SESE_D,72,1,2.274396843
270,BS394,2006,1,dolan,382,30,0.03896103896103896,SESE_D,3,0,
271,BS394,2016,1,dolan,382,30,0.2923076923076923,SESE_D,19,0,0.680098206
272,BS394,2018,1,dolan,382,30,0.3888888888888889,SESE_D,21,0,0.680098206
273,BS394,2021,1,dolan,382,30,3.1666666666666665,SESE_D,38,1,0.0
274,BS407,2006,1,dolan,680,24,0.18181818181818182,SESE_D,6,0,
275,BS407,2009,1,dolan,680,24,0.22,SESE_D,11,0,7.488390569
276,BS407,2010,1,dolan,680,24,0.20408163265306123,SESE_D,10,0,10.423273377000001
277,BS407,2013,1,dolan,680,24,0.1509433962264151,SESE_D,8,0,10.311502383
278,BS407,2018,1,dolan,680,24,0.14516129032258066,SESE_D,9,0,10.009745615
279,BS407,2021,1,dolan,680,24,3.230769230769231,SESE_D,42,1,5.333496927
280,BS412,2006,1,control,209,35,0.75,SESE_D,21,0,
281,BS412,2009,1,control,209,35,0.5833333333333334,SESE_D,21,0,0.0
282,BS412,2010,1,control,209,35,0.40350877192982454,SESE_D,23,0,0.0
283,BS412,2013,1,control,209,35,0.24615384615384617,SESE_D,16,0,0.0
284,BS412,2018,1,control,209,35,0.12359550561797752,SESE_D,11,0,0.0
285,BS412,2022,1,control,209,35,0.11428571428571428,SESE_D,8,0,0.065613144
286,BS416,2007,0,dolan,580,42,0.24074074074074073,SESE_D,13,0,
287,BS416,2010,0,dolan,580,42,0.22972972972972974,SESE_D,17,0,10.8917895
288,BS416,2013,0,dolan,580,42,0.12658227848101267,SESE_D,10,0,10.8917895
