,BS_plot,SampleYear,p_ram,group,elevation,slope,dead_live_ratio,SE Class,stem_count,fire_presence,total volume per plot (500m2)
289,BS416,2018,0,dolan,580,42,0.09782608695652174,SESE_D,9,0,10.8917895
290,BS416,2021,0,dolan,580,42,2.9473684210526314,SESE_D,56,1,4.283977216
291,BS420,2007,0,dolan_chalk,554,31,0.7407407407407407,SESE_D,20,0,
292,BS420,2009,0,dolan_chalk,554,31,0.8823529411764706,SESE_D,15,1,0.0
293,BS420,2021,0,dolan_chalk,554,31,1.75,SESE_D,14,1,1.93714475
294,BS423,2006,0,dolan_chalk,106,41,0.08888888888888889,SESE_D,4,0,
295,BS423,2009,0,dolan_chalk,106,41,0.7083333333333334,SESE_D,17,1,0.810787002
296,BS423,2021,0,dolan_chalk,106,41,1.6111111111111112,SESE_D,29,1,1.69532576
297,BS426,2006,0,dolan_chalk,226,34,0.14285714285714285,SESE_D,2,0,
298,BS426,2009,0,dolan_chalk,226,34,1.25,SESE_D,10,1,0.423643769
299,BS426,2010,0,dolan_chalk,226,34,0.5882352941176471,SESE_D,10,1,0.24972657399999998
300,BS426,2013,0,dolan_chalk,226,34,0.21212121212121213,SESE_D,7,1,1.8592386130000003
301,BS426,2018,0,dolan_chalk,226,34,0.13513513513513514,SESE_D,5,1,1.5320535190000002
302,BS426,2021,0,dolan_chalk,226,34,3.875,SESE_D,31,1,0.543707586
303,BS429,2007,1,sober,351,35,0.0,SESE_D,0,0,
304,BS429,2009,1,sober,351,35,0.0,SESE_D,0,0,1.945263725
305,BS429,2010,1,sober,351,35,0.0,SESE_D,0,0,3.400752763
306,BS429,2013,1,sober,351,35,0.0,SESE_D,0,0,3.416215601
307,BS429,2018,1,sober,351,35,0.6666666666666666,SESE_D,2,1,9.378417949
308,BS429,2022,1,sober,351,35,0.0,SESE_D,0,1,10.722914714999998
309,BS433,2007,1,sober_chalk,350,34,0.2222222222222222,SESE_D,2,0,
310,BS433,2009,1,sober_chalk,350,34,0.6666666666666666,SESE_D,2,1,0.808830243
311,BS433,2010,1,sober_chalk,350,34,0.6666666666666666,SESE_D,2,1,0.808830243
312,BS433,2013,1,sober_chalk,350,34,0.3333333333333333,SESE_D,1,1,0.941531116
313,BS433,2018,1,sober_chalk,350,34,0.25,SESE_D,1,1,9.006449238
314,BS433,2022,1,sober_chalk,350,34,0.3333333333333333,SESE_D,1,1,11.016309174
315,BS457,2007,1,chalk,443,34,0.35294117647058826,SESE_D,6,0,
316,BS457,2009,1,chalk,443,34,1.3333333333333333,SESE_D,8,1,6.407190841
317,BS457,2010,1,chalk,443,34,1.3333333333333333,SESE_D,8,1,7.323535475
318,BS457,2013,1,chalk,443,34,0.6666666666666666,SESE_D,6,1,8.576149609
319,BS457,2018,1,chalk,443,34,0.14285714285714285,SESE_D,4,1,8.821111369999999
320,BS457,2022,1,chalk,443,34,0.09090909090909091,SESE_D,1,1,5.455406686
321,BS469,2007,1,sober,543,35,0.14285714285714285,SESE_D,1,0,
322,BS474,2006,0,dolan_chalk,289,41,0.13043478260869565,SESE_D,6,0,
323,BS474,2021,0,dolan_chalk,289,41,0.7407407407407407,SESE_D,20,1,0.0
324,BS494,2007,1,control,442,32,0.8181818181818182,SESE_D,9,0,
325,BS494,2010,1,control,442,32,0.6666666666666666,SESE_D,8,0,1.266342894
326,BS494,2013,1,control,442,32,0.46153846153846156,SESE_D,6,0,1.266342894
327,BS494,2018,1,control,442,32,0.2,SESE_D,6,0,1.266342894
328,BS494,2022,1,control,442,32,0.11764705882352941,SESE_D,4,0,1.327668314
329,BS513,2006,1,dolan,310,33,0.0,SESE_D,0,0,
330,BS513,2009,1,dolan,310,33,0.0,SESE_D,0,0,1.641837554
331,BS513,2011,1,dolan,310,33,0.0,SESE_D,0,0,1.620459802
332,BS513,2014,1,dolan,310,33,0.0,SESE_D,0,0,1.992131772
333,BS513,2019,1,dolan,310,33,0.3333333333333333,SESE_D,1,0,4.419982062
334,BS600,2007,1,sober,549,32,0.6,SESE_D,6,0,
335,BS600,2018,1,sober,549,32,0.6666666666666666,SESE_D,4,1,0.0
336,BS600,2023,1,sober,549,32,0.2222222222222222,SESE_D,2,1,3.2609408949999996
337,BS601,2007,1,sober,603,25,0.15384615384615385,SESE_D,2,0,
338,BS601,2009,1,sober,603,25,0.15384615384615385,SESE_D,2,0,3.566594769
339,BS601,2010,1,sober,603,25,0.15384615384615385,SESE_D,2,0,3.566594769
340,BS601,2013,1,sober,603,25,0.08333333333333333,SESE_D,1,0,5.210832657
341,BS601,2018,1,sober,603,25,0.1320754716981132,SESE_D,7,1,0.795474822
342,BS601,2022,1,sober,603,25,0.1724137931034483,SESE_D,5,1,0.795474822
343,BS603,2007,1,sober,491,31,0.0,SESE_D,0,0,
344,BS603,2009,1,sober,491,31,0.1111111111111111,SESE_D,1,0,24.235228421
345,BS603,2010,1,sober,491,31,0.0,SESE_D,0,0,26.906213936999997
346,BS603,2013,1,sober,491,31,0.0,SESE_D,0,0,26.999173671
347,BS603,2018,1,sober,491,31,0.10526315789473684,SESE_D,4,1,2.2552837300000004
348,BS603,2022,1,sober,491,31,0.1,SESE_D,1,1,3.942706422
349,BS604,2007,1,sober,550,33,0.21739130434782608,SESE_D,5,0,
350,BS604,2018,1,sober,550,33,0.034482758620689655,SESE_D,3,1,0.341385093
351,BS605,2007,1,control,119,35,0.6,SESE_D,3,0,
352,BS610,2007,0,dolan_chalk,206,44,0.02631578947368421,SESE_D,1,0,
353,BS610,2009,0,dolan_chalk,206,44,2.3333333333333335,SESE_D,21,1,6.249071146
354,BS610,2021,0,dolan_chalk,206,44,2.0,SESE_D,20,1,3.600068478
355,BS611,2007,1,dolan_chalk,378,35,0.30303030303030304,SESE_D,10,0,
356,BS611,2009,1,dolan_chalk,378,35,1.3571428571428572,SESE_D,19,1,0.900129127
357,BS611,2010,1,dolan_chalk,378,35,0.2153846153846154,SESE_D,14,1,1.741643989
358,BS611,2013,1,dolan_chalk,378,35,0.125,SESE_D,10,1,2.334253952
359,BS611,2018,1,dolan_chalk,378,35,0.2916666666666667,SESE_D,21,1,2.499433083
360,BS611,2021,1,dolan_chalk,378,35,18.333333333333332,SESE_D,55,1,1.340542516
361,BS612,2007,1,dolan_chalk,415,34,0.48333333333333334,SESE_D,29,0,
362,BS612,2009,1,dolan_chalk,415,34,5.0,SESE_D,30,1,1.430852119
363,BS612,2021,1,dolan_chalk,415,34,3.5555555555555554,SESE_D,32,1,0.782757145
364,BS613,2007,1,dolan_chalk,291,40,0.05,SESE_D,1,0,
365,BS613,2009,1,dolan_chalk,291,40,1.2222222222222223,SESE_D,11,1,0.533253937
366,BS613,2018,1,dolan_chalk,291,40,0.07692307692307693,SESE_D,1,1,2.498620662
367,BS613,2021,1,dolan_chalk,291,40,0.17647058823529413,SESE_D,3,1,0.179997551
368,BS620,2007,1,control,284,36,0.07692307692307693,SESE_D,1,0,
369,BS621,2007,1,chalk,218,38,0.5416666666666666,SESE_D,39,0,
370,BS622,2007,1,control,55,38,0.06666666666666667,SESE_D,1,0,
371,BS623,2007,1,control,341,38,0.6666666666666666,SESE_D,6,0,
372,BS624,2007,0,control,435,12,0.24651162790697675,SESE_D,53,0,
373,BS625,2007,1,control,302,0,0.8333333333333334,SESE_D,5,0,
374,BS626,2007,0,control,357,43,0.948051948051948,SESE_D,73,0,
375,BS627,2007,1,chalk,119,28,0.0,SESE_D,0,0,
376,BS627,2009,1,chalk,119,28,1.0,SESE_D,1,1,1.7676324220000001
377,BS629,2007,1,chalk,373,30,0.1111111111111111,SESE_D,3,0,
378,BS629,2009,1,chalk,373,30,0.8333333333333334,SESE_D,15,1,0.723562941
379,BS629,2018,1,chalk,373,30,0.11235955056179775,SESE_D,10,1,3.5249473429999996
380,BS632,2007,0,sober_chalk,499,19,0.19047619047619047,SESE_D,4,0,
381,BS632,2009,0,sober_chalk,499,19,1.0,SESE_D,10,1,16.022526616
382,BS632,2018,0,sober_chalk,499,19,1.027027027027027,SESE_D,38,1,4.12571805
383,BS632,2023,0,sober_chalk,499,19,0.24242424242424243,SESE_D,8,1,4.340840099
384,BS002,2006,1,control,359,33,0.0625,SESE_L,16,0,
385,BS002,2010,1,control,359,33,0.1875,SESE_L,16,0,0.0
386,BS002,2013,1,control,359,33,0.1111111111111111,SESE_L,18,0,0.0
387,BS002,2018,1,control,359,33,0.17647058823529413,SESE_L,17,0,0.0
388,BS002,2022,1,control,359,33,0.23076923076923078,SESE_L,13,0,1.670235156
389,BS027,2006,1,control,244,41,0.18181818181818182,SESE_L,11,0,
390,BS027,2009,1,control,244,41,0.15384615384615385,SESE_L,13,0,2.448748283
391,BS027,2010,1,control,244,41,0.15384615384615385,SESE_L,13,0,2.4487482839999997
392,BS027,2013,1,control,244,41,0.15384615384615385,SESE_L,13,0,2.6518836639999996
393,BS027,2018,1,control,244,41,0.25,SESE_L,12,0,7.972697393
394,BS027,2022,1,control,244,41,0.25,SESE_L,12,0,11.775860059
395,BS038,2007,1,dolan,553,33,0.22580645161290322,SESE_L,31,0,
396,BS038,2021,1,dolan,553,33,6.666666666666667,SESE_L,3,1,3.83949809
397,BS045,2007,1,dolan_chalk,478,39,0.12,SESE_L,25,0,
398,BS045,2009,1,dolan_chalk,478,39,1.8571428571428572,SESE_L,7,1,3.442813662
399,BS048,2007,0,dolan_chalk,475,20,0.1875,SESE_L,16,0,
400,BS048,2009,0,dolan_chalk,475,20,0.35714285714285715,SESE_L,14,1,0.838234607
401,BS048,2021,0,dolan_chalk,475,20,0.0,SESE_L,20,1,5.1912027290000005
402,BS050,2007,0,dolan_chalk,670,18,0.12162162162162163,SESE_L,74,0,
403,BS050,2009,0,dolan_chalk,670,18,0.7450980392156863,SESE_L,51,1,11.903282587
404,BS050,2021,0,dolan_chalk,670,18,1.7857142857142858,SESE_L,14,1,0.0595725
405,BS052,2007,0,dolan_chalk,541,32,0.24242424242424243,SESE_L,66,0,
406,BS052,2009,0,dolan_chalk,541,32,3.4,SESE_L,10,1,0.888186755
407,BS052,2010,0,dolan_chalk,541,32,3.2222222222222223,SESE_L,9,1,0.8933934139999999
408,BS052,2013,0,dolan_chalk,541,32,0.3617021276595745,SESE_L,47,1,4.132222011
409,BS052,2018,0,dolan_chalk,541,32,0.26229508196721313,SESE_L,61,1,4.664371836
410,BS052,2021,0,dolan_chalk,541,32,5.3,SESE_L,10,1,1.172549182
411,BS053,2007,1,dolan_chalk,317,38,0.42857142857142855,SESE_L,14,0,
412,BS053,2009,1,dolan_chalk,317,38,0.3333333333333333,SESE_L,6,1,29.993038162000005
413,BS053,2010,1,dolan_chalk,317,38,0.06666666666666667,SESE_L,15,1,31.958865571
414,BS053,2013,1,dolan_chalk,317,38,0.034482758620689655,SESE_L,58,1,34.469751174
415,BS053,2018,1,dolan_chalk,317,38,0.015625,SESE_L,64,1,34.424304111
416,BS053,2021,1,dolan_chalk,317,38,5.2,SESE_L,5,1,4.995042109
417,BS058,2007,0,dolan,744,25,0.09558823529411764,SESE_L,136,0,
418,BS058,2009,0,dolan,744,25,0.09375,SESE_L,160,0,0.959726514
419,BS058,2010,0,dolan,744,25,0.08383233532934131,SESE_L,167,0,0.959726514
420,BS058,2013,0,dolan,744,25,0.15,SESE_L,160,0,0.959726514
421,BS058,2018,0,dolan,744,25,0.4122137404580153,SESE_L,131,0,2.679536748
422,BS058,2021,0,dolan,744,25,0.9032258064516129,SESE_L,62,1,0.303839133
423,BS059,2007,0,dolan,630,40,0.14516129032258066,SESE_L,62,0,
424,BS059,2021,0,dolan,630,40,0.28688524590163933,SESE_L,122,1,0.0
425,BS081,2006,1,sober,308,23,0.16216216216216217,SESE_L,37,0,
426,BS081,2018,1,sober,308,23,0.34782608695652173,SESE_L,69,1,4.101016212
427,BS081,2023,1,sober,308,23,0.3235294117647059,SESE_L,68,1,5.455198468
428,BS084,2006,1,sober,432,36,0.0,SESE_L,17,0,
429,BS084,2010,1,sober,432,36,0.17647058823529413,SESE_L,17,0,1.154731964
430,BS084,2013,1,sober,432,36,0.16666666666666666,SESE_L,18,0,2.318745484
431,BS084,2018,1,sober,432,36,0.19148936170212766,SESE_L,47,1,0.874084028
432,BS084,2022,1,sober,432,36,0.09090909090909091,SESE_L,33,1,1.033069037
433,BS086,2006,1,sober,578,28,0.0,SESE_L,4,0,
434,BS086,2018,1,sober,578,28,0.07894736842105263,SESE_L,38,1,0.427917525
435,BS086,2023,1,sober,578,28,0.11538461538461539,SESE_L,26,1,0.605386094
436,BS087,2006,1,control,508,27,0.38095238095238093,SESE_L,21,0,
437,BS098,2007,1,sober,478,39,0.65,SESE_L,20,0,
438,BS098,2018,1,sober,478,39,0.2903225806451613,SESE_L,31,1,2.231441359
439,BS098,2023,1,sober,478,39,0.19047619047619047,SESE_L,42,1,4.861940399
440,BS118,2006,1,sober,412,28,0.0,SESE_L,7,0,
441,BS123,2006,1,sober,293,17,0.0,SESE_L,7,0,
442,BS123,2018,1,sober,293,17,0.75,SESE_L,4,1,0.0
443,BS123,2023,1,sober,293,17,0.25,SESE_L,4,1,0.276682303
444,BS124,2006,1,sober,353,23,0.0,SESE_L,12,0,
445,BS124,2009,1,sober,353,23,0.0625,SESE_L,16,0,0.0
446,BS124,2010,1,sober,353,23,0.0,SESE_L,16,0,0.0
447,BS124,2013,1,sober,353,23,0.0,SESE_L,17,0,0.0
448,BS124,2018,1,sober,353,23,0.7,SESE_L,10,1,0.0
449,BS124,2023,1,sober,353,23,0.1,SESE_L,10,1,0.0
450,BS125,2006,1,control,380,20,0.06818181818181818,SESE_L,44,0,
451,BS129,2006,1,control,340,25,0.0,SESE_L,9,0,
452,BS130,2006,1,control,242,3,0.25,SESE_L,32,0,
453,BS130,2009,1,control,242,3,0.3225806451612903,SESE_L,31,0,1.605690355
454,BS130,2010,1,control,242,3,0.25,SESE_L,32,0,1.593690355
455,BS130,2013,1,control,242,3,0.3333333333333333,SESE_L,30,0,1.785890355
456,BS130,2018,1,control,242,3,0.23333333333333334,SESE_L,30,0,2.380890355
457,BS131,2006,1,control,223,25,0.34375,SESE_L,64,0,
458,BS131,2009,1,control,223,25,0.43548387096774194,SESE_L,62,0,0.477724402
459,BS131,2010,1,control,223,25,0.45901639344262296,SESE_L,61,0,0.477724402
460,BS131,2013,1,control,223,25,0.4166666666666667,SESE_L,60,0,0.477724402
461,BS131,2018,1,control,223,25,0.43636363636363634,SESE_L,55,0,0.477724402
462,BS134,2006,1,sober,513,27,0.1111111111111111,SESE_L,9,0,
463,BS134,2018,1,sober,513,27,0.16,SESE_L,25,1,0.165086767
464,BS134,2023,1,sober,513,27,0.0,SESE_L,19,1,0.336550967
465,BS135,2006,1,sober,433,27,0.3064516129032258,SESE_L,62,0,
466,BS137,2006,1,control,258,18,0.0,SESE_L,9,0,
467,BS140,2007,1,sober,293,15,0.0,SESE_L,22,0,
468,BS140,2009,1,sober,293,15,0.08695652173913043,SESE_L,23,0,0.0
469,BS140,2010,1,sober,293,15,0.08695652173913043,SESE_L,23,0,0.0
470,BS140,2013,1,sober,293,15,0.13043478260869565,SESE_L,23,0,0.483919485
471,BS140,2018,1,sober,293,15,0.625,SESE_L,16,1,10.956978338999999
472,BS140,2022,1,sober,293,15,0.5384615384615384,SESE_L,13,1,11.239798754999999
473,BS147,2006,1,sober,399,36,0.0,SESE_L,8,0,
474,BS147,2009,1,sober,399,36,0.14285714285714285,SESE_L,7,0,7.490675565
475,BS147,2010,1,sober,399,36,0.14285714285714285,SESE_L,7,0,7.490675564
476,BS147,2013,1,sober,399,36,0.14285714285714285,SESE_L,7,0,8.154924588
477,BS147,2018,1,sober,399,36,0.05154639175257732,SESE_L,97,1,1.649620693
478,BS147,2022,1,sober,399,36,0.25,SESE_L,24,1,3.9608157559999997
479,BS151,2006,1,sober,490,10,0.16666666666666666,SESE_L,30,0,
480,BS152,2006,1,sober,389,18,0.019230769230769232,SESE_L,52,0,
481,BS156,2007,1,sober_chalk,403,34,0.5333333333333333,SESE_L,30,0,
482,BS156,2009,1,sober_chalk,403,34,2.0,SESE_L,9,1,5.1454493590000006
483,BS156,2018,1,sober_chalk,403,34,1.4912280701754386,SESE_L,57,1,18.947383717
484,BS157,2007,1,sober_chalk,325,23,0.20454545454545456,SESE_L,44,0,
485,BS160,2007,0,sober_chalk,386,38,0.16666666666666666,SESE_L,12,0,
486,BS160,2009,0,sober_chalk,386,38,0.3333333333333333,SESE_L,9,1,0.205703633
487,BS160,2010,0,sober_chalk,386,38,0.1,SESE_L,40,1,0.205703633
488,BS160,2013,0,sober_chalk,386,38,0.08620689655172414,SESE_L,58,1,1.239865767
489,BS160,2018,0,sober_chalk,386,38,0.5576923076923077,SESE_L,52,1,15.026967417
490,BS160,2022,0,sober_chalk,386,38,0.2,SESE_L,30,1,15.026967417
491,BS165,2007,0,sober_chalk,287,10,0.0625,SESE_L,16,0,
492,BS165,2009,0,sober_chalk,287,10,0.5833333333333334,SESE_L,12,1,3.2100737579999996
493,BS165,2010,0,sober_chalk,287,10,0.5,SESE_L,12,1,3.438517079
494,BS165,2013,0,sober_chalk,287,10,0.4166666666666667,SESE_L,12,1,3.1593509149999996
495,BS165,2018,0,sober_chalk,287,10,0.09090909090909091,SESE_L,11,1,2.3164922270000003
496,BS165,2022,0,sober_chalk,287,10,0.0,SESE_L,13,1,7.897447308000001
497,BS166,2007,0,sober_chalk,352,25,0.0,SESE_L,13,0,
498,BS166,2009,0,sober_chalk,352,25,1.0,SESE_L,6,1,0.0
499,BS166,2018,0,sober_chalk,352,25,0.42857142857142855,SESE_L,7,1,0.0
500,BS166,2023,0,sober_chalk,352,25,0.125,SESE_L,8,1,0.455326731
501,BS167,2007,1,sober_chalk,409,36,0.10526315789473684,SESE_L,19,0,
502,BS168,2007,1,sober_chalk,317,35,0.0,SESE_L,8,0,
503,BS168,2009,1,sober_chalk,317,35,0.6,SESE_L,5,1,3.082538566
504,BS168,2018,1,sober_chalk,317,35,0.5,SESE_L,4,1,9.788314835
505,BS168,2023,1,sober_chalk,317,35,0.0,SESE_L,9,1,10.052773357000001
506,BS177,2007,1,sober_chalk,540,36,0.11764705882352941,SESE_L,34,0,
507,BS186,2006,1,control,235,22,0.25,SESE_L,20,0,
508,BS187,2006,1,chalk,114,16,0.2631578947368421,SESE_L,19,0,
509,BS187,2009,1,chalk,114,16,1.625,SESE_L,8,1,0.0
510,BS187,2010,1,chalk,114,16,0.36363636363636365,SESE_L,33,1,0.358681916
511,BS187,2013,1,chalk,114,16,0.3541666666666667,SESE_L,48,1,0.358681916
512,BS187,2018,1,chalk,114,16,0.38461538461538464,SESE_L,52,1,0.358681916
513,BS187,2022,1,chalk,114,16,0.2727272727272727,SESE_L,33,1,0.753712646
514,BS190,2006,1,chalk,79,8,0.0,SESE_L,11,0,
515,BS190,2009,1,chalk,79,8,0.2,SESE_L,10,1,24.871448527
516,BS190,2018,1,chalk,79,8,0.3103448275862069,SESE_L,29,1,35.342633453999994
517,BS193,2023,1,sober_chalk,413,27,0.0,SESE_L,8,1,2.006572063
518,BS207,2006,1,control,305,33,0.18888888888888888,SESE_L,90,0,
519,BS210,2007,1,control,25,40,0.34375,SESE_L,32,0,
520,BS219,2006,0,chalk,101,19,0.05405405405405406,SESE_L,37,0,
521,BS219,2009,0,chalk,101,19,0.95,SESE_L,20,1,3.951294964
522,BS221,2006,1,sober_chalk,435,30,0.4,SESE_L,5,0,
523,BS221,2010,1,sober_chalk,435,30,0.09375,SESE_L,32,1,1.823221529
524,BS221,2013,1,sober_chalk,435,30,0.16216216216216217,SESE_L,37,1,4.690603488
525,BS221,2018,1,sober_chalk,435,30,0.875,SESE_L,24,1,0.091277671
526,BS221,2023,1,sober_chalk,435,30,0.08695652173913043,SESE_L,23,1,0.049970958
527,BS222,2006,1,sober_chalk,416,37,0.0,SESE_L,13,0,
528,BS222,2009,1,sober_chalk,416,37,1.6,SESE_L,5,1,15.951751996999999
529,BS224,2007,1,sober_chalk,435,31,0.0,SESE_L,11,0,
530,BS224,2009,1,sober_chalk,435,31,1.4,SESE_L,5,1,0.186977542
531,BS224,2010,1,sober_chalk,435,31,0.6666666666666666,SESE_L,6,1,0.175479313
532,BS224,2013,1,sober_chalk,435,31,0.7142857142857143,SESE_L,7,1,0.288494868
533,BS224,2018,1,sober_chalk,435,31,0.8,SESE_L,5,1,0.160267349
534,BS224,2022,1,sober_chalk,435,31,0.4,SESE_L,5,1,0.431872543
535,BS226,2006,1,sober_chalk,474,38,0.1,SESE_L,60,0,
536,BS226,2009,1,sober_chalk,474,38,5.333333333333333,SESE_L,12,1,3.508870479
537,BS226,2018,1,sober_chalk,474,38,2.103448275862069,SESE_L,29,1,10.124251633999998
538,BS226,2023,1,sober_chalk,474,38,0.45161290322580644,SESE_L,31,1,10.693541602999998
539,BS228,2006,1,sober_chalk,600,40,0.0,SESE_L,2,0,
540,BS239,2006,1,control,88,35,0.0,SESE_L,26,0,
541,BS239,2018,1,control,88,35,0.21052631578947367,SESE_L,19,0,0.18864478499999998
542,BS240,2006,1,sober_chalk,305,39,0.3611111111111111,SESE_L,36,0,
543,BS241,2006,1,sober_chalk,361,39,0.08333333333333333,SESE_L,12,0,
544,BS241,2023,1,sober_chalk,361,39,0.1,SESE_L,10,1,2.968603485
545,BS242,2006,1,sober_chalk,403,39,0.25,SESE_L,12,0,
546,BS242,2009,1,sober_chalk,403,39,1.4,SESE_L,5,1,0.0
547,BS242,2010,1,sober_chalk,403,39,1.2,SESE_L,5,1,0.0
548,BS242,2013,1,sober_chalk,403,39,1.2,SESE_L,5,1,0.525203449
549,BS242,2018,1,sober_chalk,403,39,0.16666666666666666,SESE_L,6,1,3.269396937
550,BS242,2022,1,sober_chalk,403,39,0.16666666666666666,SESE_L,6,1,6.792699053
551,BS243,2006,0,sober_chalk,423,27,0.46153846153846156,SESE_L,13,0,
552,BS244,2006,0,sober_chalk,357,35,0.06976744186046512,SESE_L,43,0,
553,BS244,2009,0,sober_chalk,357,35,0.76,SESE_L,25,1,12.63155768
554,BS244,2010,0,sober_chalk,357,35,0.425,SESE_L,40,1,12.63155768
555,BS244,2013,0,sober_chalk,357,35,0.18571428571428572,SESE_L,70,1,12.762546386
556,BS244,2018,0,sober_chalk,357,35,0.7222222222222222,SESE_L,54,1,19.310048523000003
557,BS244,2023,0,sober_chalk,357,35,0.07894736842105263,SESE_L,38,1,19.431094088000002
558,BS247,2006,0,sober_chalk,570,26,0.3181818181818182,SESE_L,88,0,
559,BS247,2009,0,sober_chalk,570,26,0.8709677419354839,SESE_L,62,1,33.864621291
560,BS247,2010,0,sober_chalk,570,26,0.4811320754716981,SESE_L,106,1,34.163972659
561,BS247,2013,0,sober_chalk,570,26,0.1958041958041958,SESE_L,143,1,32.733673736
562,BS247,2018,0,sober_chalk,570,26,0.859375,SESE_L,128,1,4.114019998
563,BS247,2022,0,sober_chalk,570,26,0.42105263157894735,SESE_L,57,1,3.702439591
564,BS249,2006,1,sober_chalk,580,30,0.013071895424836602,SESE_L,153,0,
565,BS249,2009,1,sober_chalk,580,30,2.806451612903226,SESE_L,31,1,15.689741241
566,BS260,2006,1,control,240,11,0.0,SESE_L,44,0,
567,BS265,2006,0,control,200,20,0.10852713178294573,SESE_L,129,0,
568,BS267,2006,1,control,160,37,0.14285714285714285,SESE_L,28,0,
569,BS276,2006,1,chalk,357,22,0.16666666666666666,SESE_L,24,0,
570,BS276,2009,1,chalk,357,22,2.4285714285714284,SESE_L,7,1,0.760218298
571,BS276,2023,1,chalk,357,22,0.2894736842105263,SESE_L,38,1,0.716307669
572,BS277,2007,1,dolan_chalk,262,44,0.18181818181818182,SESE_L,22,0,
573,BS277,2009,1,dolan_chalk,262,44,3.4,SESE_L,5,1,0.987740293
574,BS277,2021,1,dolan_chalk,262,44,4.5,SESE_L,14,1,0.7725567459999999
575,BS278,2006,1,dolan_chalk,384,41,0.13793103448275862,SESE_L,29,0,
576,BS278,2009,1,dolan_chalk,384,41,5.0,SESE_L,5,1,0.0
577,BS278,2010,1,dolan_chalk,384,41,3.8,SESE_L,5,1,0.0
