,BS_plot,SampleYear,p_ram,group,fire_status,elevation,slope,dead_live_ratio,SE Class,stem_count,fire_presence
0,BS002,2006,1,control,No Fire,359,33,0.0625,SESE_D,1,0
1,BS002,2010,1,control,No Fire,359,33,0.1875,SESE_D,3,0
2,BS002,2013,1,control,No Fire,359,33,0.1111111111111111,SESE_D,2,0
3,BS002,2018,1,control,No Fire,359,33,0.17647058823529413,SESE_D,3,0
4,BS002,2022,1,control,No Fire,359,33,0.23076923076923078,SESE_D,3,0
26,BS027,2006,1,control,No Fire,244,41,0.18181818181818182,SESE_D,2,0
27,BS027,2009,1,control,No Fire,244,41,0.15384615384615385,SESE_D,2,0
28,BS027,2010,1,control,No Fire,244,41,0.15384615384615385,SESE_D,2,0
29,BS027,2013,1,control,No Fire,244,41,0.15384615384615385,SESE_D,2,0
30,BS027,2018,1,control,No Fire,244,41,0.25,SESE_D,3,0
31,BS027,2022,1,control,No Fire,244,41,0.25,SESE_D,3,0
39,BS038,2007,1,dolan,Fire,553,33,0.22580645161290322,SESE_D,7,0
40,BS038,2021,1,dolan,Fire,553,33,6.666666666666667,SESE_D,20,1
46,BS045,2007,1,dolan_chalk,Fire,478,39,0.12,SESE_D,3,0
47,BS045,2009,1,dolan_chalk,Fire,478,39,1.8571428571428572,SESE_D,13,1
60,BS048,2007,0,dolan_chalk,Fire,475,20,0.1875,SESE_D,3,0
61,BS048,2009,0,dolan_chalk,Fire,475,20,0.35714285714285715,SESE_D,5,1
62,BS048,2021,0,dolan_chalk,Fire,475,20,0.0,SESE_D,0,1
63,BS050,2007,0,dolan_chalk,Fire,670,18,0.12162162162162163,SESE_D,9,0
64,BS050,2009,0,dolan_chalk,Fire,670,18,0.7450980392156863,SESE_D,38,1
65,BS050,2021,0,dolan_chalk,Fire,670,18,1.7857142857142858,SESE_D,25,1
66,BS052,2007,0,dolan_chalk,Fire,541,32,0.24242424242424243,SESE_D,16,0
67,BS052,2009,0,dolan_chalk,Fire,541,32,3.4,SESE_D,34,1
68,BS052,2010,0,dolan_chalk,Fire,541,32,3.2222222222222223,SESE_D,29,1
69,BS052,2013,0,dolan_chalk,Fire,541,32,0.3617021276595745,SESE_D,17,1
70,BS052,2018,0,dolan_chalk,Fire,541,32,0.26229508196721313,SESE_D,16,1
71,BS052,2021,0,dolan_chalk,Fire,541,32,5.3,SESE_D,53,1
72,BS053,2007,1,dolan_chalk,Fire,317,38,0.42857142857142855,SESE_D,6,0
73,BS053,2009,1,dolan_chalk,Fire,317,38,0.3333333333333333,SESE_D,2,1
74,BS053,2010,1,dolan_chalk,Fire,317,38,0.06666666666666667,SESE_D,1,1
75,BS053,2013,1,dolan_chalk,Fire,317,38,0.034482758620689655,SESE_D,2,1
76,BS053,2018,1,dolan_chalk,Fire,317,38,0.015625,SESE_D,1,1
77,BS053,2021,1,dolan_chalk,Fire,317,38,5.2,SESE_D,26,1
86,BS058,2007,0,dolan,Fire,744,25,0.09558823529411764,SESE_D,13,0
87,BS058,2009,0,dolan,Fire,744,25,0.09375,SESE_D,15,0
88,BS058,2010,0,dolan,Fire,744,25,0.08383233532934131,SESE_D,14,0
89,BS058,2013,0,dolan,Fire,744,25,0.15,SESE_D,24,0
90,BS058,2018,0,dolan,Fire,744,25,0.4122137404580153,SESE_D,54,0
91,BS058,2021,0,dolan,Fire,744,25,0.9032258064516129,SESE_D,56,1
92,BS059,2007,0,dolan,Fire,630,40,0.14516129032258066,SESE_D,9,0
93,BS059,2021,0,dolan,Fire,630,40,0.28688524590163933,SESE_D,35,1
128,BS081,2006,1,sober,Fire,308,23,0.16216216216216217,SESE_D,6,0
129,BS081,2018,1,sober,Fire,308,23,0.34782608695652173,SESE_D,24,1
130,BS081,2023,1,sober,Fire,308,23,0.3235294117647059,SESE_D,22,1
132,BS084,2006,1,sober,Fire,432,36,0.0,SESE_D,0,0
133,BS084,2010,1,sober,Fire,432,36,0.17647058823529413,SESE_D,3,0
134,BS084,2013,1,sober,Fire,432,36,0.16666666666666666,SESE_D,3,0
135,BS084,2018,1,sober,Fire,432,36,0.19148936170212766,SESE_D,9,1
136,BS084,2022,1,sober,Fire,432,36,0.09090909090909091,SESE_D,3,1
142,BS086,2006,1,sober,Fire,578,28,0.0,SESE_D,0,0
143,BS086,2018,1,sober,Fire,578,28,0.07894736842105263,SESE_D,3,1
144,BS086,2023,1,sober,Fire,578,28,0.11538461538461539,SESE_D,3,1
145,BS087,2006,1,control,No Fire,508,27,0.38095238095238093,SESE_D,8,0
155,BS098,2007,1,sober,Fire,478,39,0.65,SESE_D,13,0
156,BS098,2018,1,sober,Fire,478,39,0.2903225806451613,SESE_D,9,1
157,BS098,2023,1,sober,Fire,478,39,0.19047619047619047,SESE_D,8,1
162,BS118,2006,1,sober,Fire,412,28,0.0,SESE_D,0,0
167,BS123,2006,1,sober,Fire,293,17,0.0,SESE_D,0,0
168,BS123,2018,1,sober,Fire,293,17,0.75,SESE_D,3,1
169,BS123,2023,1,sober,Fire,293,17,0.25,SESE_D,1,1
170,BS124,2006,1,sober,Fire,353,23,0.0,SESE_D,0,0
171,BS124,2009,1,sober,Fire,353,23,0.0625,SESE_D,1,0
172,BS124,2010,1,sober,Fire,353,23,0.0,SESE_D,0,0
173,BS124,2013,1,sober,Fire,353,23,0.0,SESE_D,0,0
174,BS124,2018,1,sober,Fire,353,23,0.7,SESE_D,7,1
175,BS124,2023,1,sober,Fire,353,23,0.1,SESE_D,1,1
176,BS125,2006,1,control,No Fire,380,20,0.06818181818181818,SESE_D,3,0
182,BS129,2006,1,control,No Fire,340,25,0.0,SESE_D,0,0
183,BS130,2006,1,control,No Fire,242,3,0.25,SESE_D,8,0
184,BS130,2009,1,control,No Fire,242,3,0.3225806451612903,SESE_D,10,0
185,BS130,2010,1,control,No Fire,242,3,0.25,SESE_D,8,0
186,BS130,2013,1,control,No Fire,242,3,0.3333333333333333,SESE_D,10,0
187,BS130,2018,1,control,No Fire,242,3,0.23333333333333334,SESE_D,7,0
188,BS131,2006,1,control,No Fire,223,25,0.34375,SESE_D,22,0
189,BS131,2009,1,control,No Fire,223,25,0.43548387096774194,SESE_D,27,0
190,BS131,2010,1,control,No Fire,223,25,0.45901639344262296,SESE_D,28,0
191,BS131,2013,1,control,No Fire,223,25,0.4166666666666667,SESE_D,25,0
192,BS131,2018,1,control,No Fire,223,25,0.43636363636363634,SESE_D,24,0
200,BS134,2006,1,sober,Fire,513,27,0.1111111111111111,SESE_D,1,0
201,BS134,2018,1,sober,Fire,513,27,0.16,SESE_D,4,1
202,BS134,2023,1,sober,Fire,513,27,0.0,SESE_D,0,1
203,BS135,2006,1,sober,Fire,433,27,0.3064516129032258,SESE_D,19,0
204,BS137,2006,1,control,No Fire,258,18,0.0,SESE_D,0,0
208,BS140,2007,1,sober,Fire,293,15,0.0,SESE_D,0,0
209,BS140,2009,1,sober,Fire,293,15,0.08695652173913043,SESE_D,2,0
210,BS140,2010,1,sober,Fire,293,15,0.08695652173913043,SESE_D,2,0
211,BS140,2013,1,sober,Fire,293,15,0.13043478260869565,SESE_D,3,0
212,BS140,2018,1,sober,Fire,293,15,0.625,SESE_D,10,1
213,BS140,2022,1,sober,Fire,293,15,0.5384615384615384,SESE_D,7,1
227,BS147,2006,1,sober,Fire,399,36,0.0,SESE_D,0,0
228,BS147,2009,1,sober,Fire,399,36,0.14285714285714285,SESE_D,1,0
229,BS147,2010,1,sober,Fire,399,36,0.14285714285714285,SESE_D,1,0
230,BS147,2013,1,sober,Fire,399,36,0.14285714285714285,SESE_D,1,0
231,BS147,2018,1,sober,Fire,399,36,0.05154639175257732,SESE_D,5,1
232,BS147,2022,1,sober,Fire,399,36,0.25,SESE_D,6,1
244,BS151,2006,1,sober,Fire,490,10,0.16666666666666666,SESE_D,5,0
245,BS152,2006,1,sober,Fire,389,18,0.019230769230769232,SESE_D,1,0
246,BS156,2007,1,sober_chalk,Fire,403,34,0.5333333333333333,SESE_D,16,0
247,BS156,2009,1,sober_chalk,Fire,403,34,2.0,SESE_D,18,1
248,BS156,2018,1,sober_chalk,Fire,403,34,1.4912280701754386,SESE_D,85,1
249,BS157,2007,1,sober_chalk,Fire,325,23,0.20454545454545456,SESE_D,9,0
260,BS160,2007,0,sober_chalk,Fire,386,38,0.16666666666666666,SESE_D,2,0
261,BS160,2009,0,sober_chalk,Fire,386,38,0.3333333333333333,SESE_D,3,1
262,BS160,2010,0,sober_chalk,Fire,386,38,0.1,SESE_D,4,1
263,BS160,2013,0,sober_chalk,Fire,386,38,0.08620689655172414,SESE_D,5,1
264,BS160,2018,0,sober_chalk,Fire,386,38,0.5576923076923077,SESE_D,29,1
265,BS160,2022,0,sober_chalk,Fire,386,38,0.2,SESE_D,6,1
269,BS165,2007,0,sober_chalk,Fire,287,10,0.0625,SESE_D,1,0
270,BS165,2009,0,sober_chalk,Fire,287,10,0.5833333333333334,SESE_D,7,1
271,BS165,2010,0,sober_chalk,Fire,287,10,0.5,SESE_D,6,1
272,BS165,2013,0,sober_chalk,Fire,287,10,0.4166666666666667,SESE_D,5,1
273,BS165,2018,0,sober_chalk,Fire,287,10,0.09090909090909091,SESE_D,1,1
274,BS165,2022,0,sober_chalk,Fire,287,10,0.0,SESE_D,0,1
275,BS166,2007,0,sober_chalk,Fire,352,25,0.0,SESE_D,0,0
276,BS166,2009,0,sober_chalk,Fire,352,25,1.0,SESE_D,6,1
277,BS166,2018,0,sober_chalk,Fire,352,25,0.42857142857142855,SESE_D,3,1
278,BS166,2023,0,sober_chalk,Fire,352,25,0.125,SESE_D,1,1
279,BS167,2007,1,sober_chalk,Fire,409,36,0.10526315789473684,SESE_D,2,0
280,BS168,2007,1,sober_chalk,Fire,317,35,0.0,SESE_D,0,0
281,BS168,2009,1,sober_chalk,Fire,317,35,0.6,SESE_D,3,1
282,BS168,2018,1,sober_chalk,Fire,317,35,0.5,SESE_D,2,1
283,BS168,2023,1,sober_chalk,Fire,317,35,0.0,SESE_D,0,1
291,BS177,2007,1,sober_chalk,Fire,540,36,0.11764705882352941,SESE_D,4,0
292,BS186,2006,1,control,No Fire,235,22,0.25,SESE_D,5,0
293,BS187,2006,1,chalk,Fire,114,16,0.2631578947368421,SESE_D,5,0
294,BS187,2009,1,chalk,Fire,114,16,1.625,SESE_D,13,1
295,BS187,2010,1,chalk,Fire,114,16,0.36363636363636365,SESE_D,12,1
296,BS187,2013,1,chalk,Fire,114,16,0.3541666666666667,SESE_D,17,1
297,BS187,2018,1,chalk,Fire,114,16,0.38461538461538464,SESE_D,20,1
298,BS187,2022,1,chalk,Fire,114,16,0.2727272727272727,SESE_D,9,1
303,BS190,2006,1,chalk,Fire,79,8,0.0,SESE_D,0,0
304,BS190,2009,1,chalk,Fire,79,8,0.2,SESE_D,2,1
305,BS190,2018,1,chalk,Fire,79,8,0.3103448275862069,SESE_D,9,1
308,BS193,2023,1,sober_chalk,Fire,413,27,0.0,SESE_D,0,1
339,BS207,2006,1,control,No Fire,305,33,0.18888888888888888,SESE_D,17,0
340,BS210,2007,1,control,No Fire,25,40,0.34375,SESE_D,11,0
349,BS219,2006,0,chalk,Fire,101,19,0.05405405405405406,SESE_D,2,0
350,BS219,2009,0,chalk,Fire,101,19,0.95,SESE_D,19,1
354,BS221,2006,1,sober_chalk,Fire,435,30,0.4,SESE_D,2,0
356,BS221,2010,1,sober_chalk,Fire,435,30,0.09375,SESE_D,3,1
357,BS221,2013,1,sober_chalk,Fire,435,30,0.16216216216216217,SESE_D,6,1
358,BS221,2018,1,sober_chalk,Fire,435,30,0.875,SESE_D,21,1
359,BS221,2023,1,sober_chalk,Fire,435,30,0.08695652173913043,SESE_D,2,1
360,BS222,2006,1,sober_chalk,Fire,416,37,0.0,SESE_D,0,0
361,BS222,2009,1,sober_chalk,Fire,416,37,1.6,SESE_D,8,1
363,BS224,2007,1,sober_chalk,Fire,435,31,0.0,SESE_D,0,0
364,BS224,2009,1,sober_chalk,Fire,435,31,1.4,SESE_D,7,1
365,BS224,2010,1,sober_chalk,Fire,435,31,0.6666666666666666,SESE_D,4,1
366,BS224,2013,1,sober_chalk,Fire,435,31,0.7142857142857143,SESE_D,5,1
367,BS224,2018,1,sober_chalk,Fire,435,31,0.8,SESE_D,4,1
368,BS224,2022,1,sober_chalk,Fire,435,31,0.4,SESE_D,2,1
369,BS226,2006,1,sober_chalk,Fire,474,38,0.1,SESE_D,6,0
370,BS226,2009,1,sober_chalk,Fire,474,38,5.333333333333333,SESE_D,64,1
371,BS226,2018,1,sober_chalk,Fire,474,38,2.103448275862069,SESE_D,61,1
372,BS226,2023,1,sober_chalk,Fire,474,38,0.45161290322580644,SESE_D,14,1
373,BS228,2006,1,sober_chalk,Fire,600,40,0.0,SESE_D,0,0
392,BS239,2006,1,control,No Fire,88,35,0.0,SESE_D,0,0
393,BS239,2018,1,control,No Fire,88,35,0.21052631578947367,SESE_D,4,0
394,BS240,2006,1,sober_chalk,Fire,305,39,0.3611111111111111,SESE_D,13,0
395,BS241,2006,1,sober_chalk,Fire,361,39,0.08333333333333333,SESE_D,1,0
396,BS241,2023,1,sober_chalk,Fire,361,39,0.1,SESE_D,1,1
397,BS242,2006,1,sober_chalk,Fire,403,39,0.25,SESE_D,3,0
398,BS242,2009,1,sober_chalk,Fire,403,39,1.4,SESE_D,7,1
399,BS242,2010,1,sober_chalk,Fire,403,39,1.2,SESE_D,6,1
400,BS242,2013,1,sober_chalk,Fire,403,39,1.2,SESE_D,6,1
401,BS242,2018,1,sober_chalk,Fire,403,39,0.16666666666666666,SESE_D,1,1
402,BS242,2022,1,sober_chalk,Fire,403,39,0.16666666666666666,SESE_D,1,1
403,BS243,2006,0,sober_chalk,Fire,423,27,0.46153846153846156,SESE_D,6,0
404,BS244,2006,0,sober_chalk,Fire,357,35,0.06976744186046512,SESE_D,3,0
405,BS244,2009,0,sober_chalk,Fire,357,35,0.76,SESE_D,19,1
406,BS244,2010,0,sober_chalk,Fire,357,35,0.425,SESE_D,17,1
407,BS244,2013,0,sober_chalk,Fire,357,35,0.18571428571428572,SESE_D,13,1
408,BS244,2018,0,sober_chalk,Fire,357,35,0.7222222222222222,SESE_D,39,1
409,BS244,2023,0,sober_chalk,Fire,357,35,0.07894736842105263,SESE_D,3,1
416,BS247,2006,0,sober_chalk,Fire,570,26,0.3181818181818182,SESE_D,28,0
417,BS247,2009,0,sober_chalk,Fire,570,26,0.8709677419354839,SESE_D,54,1
418,BS247,2010,0,sober_chalk,Fire,570,26,0.4811320754716981,SESE_D,51,1
419,BS247,2013,0,sober_chalk,Fire,570,26,0.1958041958041958,SESE_D,28,1
420,BS247,2018,0,sober_chalk,Fire,570,26,0.859375,SESE_D,110,1
421,BS247,2022,0,sober_chalk,Fire,570,26,0.42105263157894735,SESE_D,24,1
423,BS249,2006,1,sober_chalk,Fire,580,30,0.013071895424836602,SESE_D,2,0
424,BS249,2009,1,sober_chalk,Fire,580,30,2.806451612903226,SESE_D,87,1
437,BS260,2006,1,control,No Fire,240,11,0.0,SESE_D,0,0
439,BS265,2006,0,control,No Fire,200,20,0.10852713178294573,SESE_D,14,0
440,BS267,2006,1,control,No Fire,160,37,0.14285714285714285,SESE_D,4,0
459,BS276,2006,1,chalk,Fire,357,22,0.16666666666666666,SESE_D,4,0
460,BS276,2009,1,chalk,Fire,357,22,2.4285714285714284,SESE_D,17,1
461,BS276,2023,1,chalk,Fire,357,22,0.2894736842105263,SESE_D,11,1
462,BS277,2007,1,dolan_chalk,Fire,262,44,0.18181818181818182,SESE_D,4,0
463,BS277,2009,1,dolan_chalk,Fire,262,44,3.4,SESE_D,17,1
464,BS277,2021,1,dolan_chalk,Fire,262,44,4.5,SESE_D,63,1
465,BS278,2006,1,dolan_chalk,Fire,384,41,0.13793103448275862,SESE_D,4,0
466,BS278,2009,1,dolan_chalk,Fire,384,41,5.0,SESE_D,25,1
467,BS278,2010,1,dolan_chalk,Fire,384,41,3.8,SESE_D,19,1
468,BS278,2013,1,dolan_chalk,Fire,384,41,1.7142857142857142,SESE_D,12,1
469,BS278,2018,1,dolan_chalk,Fire,384,41,0.42857142857142855,SESE_D,6,1
470,BS278,2021,1,dolan_chalk,Fire,384,41,4.75,SESE_D,19,1
471,BS279,2006,0,dolan_chalk,Fire,256,15,0.16,SESE_D,12,0
472,BS279,2009,0,dolan_chalk,Fire,256,15,2.625,SESE_D,63,1
473,BS279,2021,0,dolan_chalk,Fire,256,15,2.7142857142857144,SESE_D,38,1
474,BS281,2006,0,dolan,Fire,92,33,0.18487394957983194,SESE_D,22,0
481,BS283,2006,1,chalk,Fire,606,33,0.08333333333333333,SESE_D,1,0
482,BS283,2009,1,chalk,Fire,606,33,3.5,SESE_D,7,1
483,BS283,2010,1,chalk,Fire,606,33,0.1276595744680851,SESE_D,6,1
484,BS283,2013,1,chalk,Fire,606,33,0.06779661016949153,SESE_D,4,1
485,BS283,2018,1,chalk,Fire,606,33,0.21428571428571427,SESE_D,12,1
486,BS283,2022,1,chalk,Fire,606,33,0.023809523809523808,SESE_D,1,1
492,BS293,2006,1,control,No Fire,287,21,0.0,SESE_D,0,0
494,BS295,2007,1,dolan,Fire,150,25,0.8461538461538461,SESE_D,11,0
495,BS295,2009,1,dolan,Fire,150,25,0.8461538461538461,SESE_D,11,0
496,BS295,2010,1,dolan,Fire,150,25,1.0,SESE_D,11,0
497,BS295,2013,1,dolan,Fire,150,25,0.9166666666666666,SESE_D,11,0
498,BS295,2018,1,dolan,Fire,150,25,1.0909090909090908,SESE_D,12,0
499,BS295,2021,1,dolan,Fire,150,25,0.7,SESE_D,7,1
500,BS296,2006,0,dolan_chalk,Fire,590,40,0.0,SESE_D,0,0
501,BS296,2009,0,dolan_chalk,Fire,590,40,0.0,SESE_D,0,1
502,BS296,2021,0,dolan_chalk,Fire,590,40,0.07017543859649122,SESE_D,4,1
503,BS297,2006,1,dolan_chalk,Fire,618,30,0.3333333333333333,SESE_D,5,0
504,BS297,2009,1,dolan_chalk,Fire,618,30,2.0,SESE_D,10,1
505,BS297,2010,1,dolan_chalk,Fire,618,30,1.6666666666666667,SESE_D,10,1
506,BS297,2013,1,dolan_chalk,Fire,618,30,0.8333333333333334,SESE_D,10,1
507,BS297,2018,1,dolan_chalk,Fire,618,30,0.3333333333333333,SESE_D,7,1
508,BS297,2021,1,dolan_chalk,Fire,618,30,0.6,SESE_D,6,1
509,BS299,2006,0,dolan_chalk,Fire,199,40,0.09090909090909091,SESE_D,1,0
510,BS299,2009,0,dolan_chalk,Fire,199,40,0.2,SESE_D,2,1
511,BS299,2021,0,dolan_chalk,Fire,199,40,1.8571428571428572,SESE_D,13,1
512,BS301,2006,1,dolan_chalk,Fire,510,27,0.15789473684210525,SESE_D,6,0
513,BS301,2009,1,dolan_chalk,Fire,510,27,2.8333333333333335,SESE_D,34,1
514,BS301,2010,1,dolan_chalk,Fire,510,27,1.9444444444444444,SESE_D,35,1
515,BS301,2013,1,dolan_chalk,Fire,510,27,1.0344827586206897,SESE_D,30,1
516,BS301,2018,1,dolan_chalk,Fire,510,27,0.30952380952380953,SESE_D,13,1
517,BS301,2021,1,dolan_chalk,Fire,510,27,2.6363636363636362,SESE_D,29,1
531,BS309,2006,1,dolan_chalk,Fire,640,17,0.0,SESE_D,0,0
539,BS313,2006,1,control,No Fire,581,20,0.13157894736842105,SESE_D,5,0
540,BS313,2010,1,control,No Fire,581,20,0.05660377358490566,SESE_D,3,0
541,BS313,2013,1,control,No Fire,581,20,0.05084745762711865,SESE_D,3,0
542,BS313,2018,1,control,No Fire,581,20,0.039473684210526314,SESE_D,3,0
543,BS313,2022,1,control,No Fire,581,20,0.08333333333333333,SESE_D,3,0
578,BS338,2006,0,control,No Fire,599,21,0.2916666666666667,SESE_D,7,0
579,BS355,2007,0,sober_chalk,Fire,470,33,0.1875,SESE_D,6,0
580,BS355,2009,0,sober_chalk,Fire,470,33,2.2857142857142856,SESE_D,16,1
581,BS355,2010,0,sober_chalk,Fire,470,33,1.7777777777777777,SESE_D,16,1
582,BS355,2013,0,sober_chalk,Fire,470,33,0.5333333333333333,SESE_D,8,1
583,BS355,2018,0,sober_chalk,Fire,470,33,0.7058823529411765,SESE_D,12,1
584,BS355,2023,0,sober_chalk,Fire,470,33,0.4166666666666667,SESE_D,5,1
587,BS359,2007,0,sober_chalk,Fire,717,37,0.28,SESE_D,7,0
588,BS359,2009,0,sober_chalk,Fire,717,37,0.6153846153846154,SESE_D,8,1
599,BS376,2007,1,control,No Fire,185,38,0.0,SESE_D,0,0
605,BS382,2006,1,dolan_chalk,Fire,410,39,0.2777777777777778,SESE_D,15,0
606,BS382,2021,1,dolan_chalk,Fire,410,39,0.7868852459016393,SESE_D,48,1
615,BS388,2007,1,dolan,Fire,146,24,0.2641509433962264,SESE_D,14,0
616,BS388,2018,1,dolan,Fire,146,24,0.04838709677419355,SESE_D,3,0
617,BS388,2021,1,dolan,Fire,146,24,3.3333333333333335,SESE_D,30,1
618,BS389,2006,0,dolan,Fire,135,38,0.13636363636363635,SESE_D,3,0
619,BS389,2021,0,dolan,Fire,135,38,4.0,SESE_D,24,1
620,BS390,2007,1,sober_chalk,Fire,328,27,0.0,SESE_D,0,0
621,BS390,2009,1,sober_chalk,Fire,328,27,2.0,SESE_D,2,1
623,BS390,2013,1,sober_chalk,Fire,328,27,1.0,SESE_D,1,1
625,BS390,2022,1,sober_chalk,Fire,328,27,0.5,SESE_D,1,1
626,BS391,2007,1,dolan,Fire,203,35,0.07142857142857142,SESE_D,8,0
627,BS391,2010,1,dolan,Fire,203,35,0.08653846153846154,SESE_D,9,0
628,BS391,2013,1,dolan,Fire,203,35,0.08737864077669903,SESE_D,9,0
629,BS391,2018,1,dolan,Fire,203,35,0.12,SESE_D,12,0
630,BS391,2021,1,dolan,Fire,203,35,16.5,SESE_D,66,1
631,BS392,2007,1,dolan,Fire,294,29,0.11627906976744186,SESE_D,20,0
632,BS392,2009,1,dolan,Fire,294,29,0.25142857142857145,SESE_D,44,0
633,BS392,2010,1,dolan,Fire,294,29,0.2542372881355932,SESE_D,45,0
634,BS392,2013,1,dolan,Fire,294,29,0.20555555555555555,SESE_D,37,0
635,BS392,2018,1,dolan,Fire,294,29,0.26666666666666666,SESE_D,44,0
636,BS392,2021,1,dolan,Fire,294,29,6.0,SESE_D,72,1
639,BS394,2006,1,dolan,Fire,382,30,0.03896103896103896,SESE_D,3,0
640,BS394,2016,1,dolan,Fire,382,30,0.2923076923076923,SESE_D,19,0
641,BS394,2018,1,dolan,Fire,382,30,0.3888888888888889,SESE_D,21,0
642,BS394,2021,1,dolan,Fire,382,30,3.1666666666666665,SESE_D,38,1
646,BS407,2006,1,dolan,Fire,680,24,0.18181818181818182,SESE_D,6,0
647,BS407,2009,1,dolan,Fire,680,24,0.22,SESE_D,11,0
648,BS407,2010,1,dolan,Fire,680,24,0.20408163265306123,SESE_D,10,0
649,BS407,2013,1,dolan,Fire,680,24,0.1509433962264151,SESE_D,8,0
650,BS407,2018,1,dolan,Fire,680,24,0.14516129032258066,SESE_D,9,0
651,BS407,2021,1,dolan,Fire,680,24,3.230769230769231,SESE_D,42,1
654,BS412,2006,1,control,No Fire,209,35,0.75,SESE_D,21,0
655,BS412,2009,1,control,No Fire,209,35,0.5833333333333334,SESE_D,21,0
656,BS412,2010,1,control,No Fire,209,35,0.40350877192982454,SESE_D,23,0
657,BS412,2013,1,control,No Fire,209,35,0.24615384615384617,SESE_D,16,0
658,BS412,2018,1,control,No Fire,209,35,0.12359550561797752,SESE_D,11,0
659,BS412,2022,1,control,No Fire,209,35,0.11428571428571428,SESE_D,8,0
666,BS416,2007,0,dolan,Fire,580,42,0.24074074074074073,SESE_D,13,0
667,BS416,2010,0,dolan,Fire,580,42,0.22972972972972974,SESE_D,17,0
668,BS416,2013,0,dolan,Fire,580,42,0.12658227848101267,SESE_D,10,0
669,BS416,2018,0,dolan,Fire,580,42,0.09782608695652174,SESE_D,9,0
