,BS_plot,SampleYear,p_ram,group,fire_status,elevation,slope,dead_live_ratio,SE Class,stem_count,fire_presence
1878,BS156,2007,1,sober_chalk,Fire,403,34,0.5333333333333333,SESE_M,0,0
1879,BS156,2009,1,sober_chalk,Fire,403,34,2.0,SESE_M,15,1
1880,BS156,2018,1,sober_chalk,Fire,403,34,1.4912280701754386,SESE_M,7,1
1881,BS157,2007,1,sober_chalk,Fire,325,23,0.20454545454545456,SESE_M,0,0
1892,BS160,2007,0,sober_chalk,Fire,386,38,0.16666666666666666,SESE_M,0,0
1893,BS160,2009,0,sober_chalk,Fire,386,38,0.3333333333333333,SESE_M,1,1
1894,BS160,2010,0,sober_chalk,Fire,386,38,0.1,SESE_M,1,1
1895,BS160,2013,0,sober_chalk,Fire,386,38,0.08620689655172414,SESE_M,0,1
1896,BS160,2018,0,sober_chalk,Fire,386,38,0.5576923076923077,SESE_M,18,1
1897,BS160,2022,0,sober_chalk,Fire,386,38,0.2,SESE_M,20,1
1901,BS165,2007,0,sober_chalk,Fire,287,10,0.0625,SESE_M,0,0
1902,BS165,2009,0,sober_chalk,Fire,287,10,0.5833333333333334,SESE_M,0,1
1903,BS165,2010,0,sober_chalk,Fire,287,10,0.5,SESE_M,0,1
1904,BS165,2013,0,sober_chalk,Fire,287,10,0.4166666666666667,SESE_M,0,1
1905,BS165,2018,0,sober_chalk,Fire,287,10,0.09090909090909091,SESE_M,5,1
1906,BS165,2022,0,sober_chalk,Fire,287,10,0.0,SESE_M,0,1
1907,BS166,2007,0,sober_chalk,Fire,352,25,0.0,SESE_M,0,0
1908,BS166,2009,0,sober_chalk,Fire,352,25,1.0,SESE_M,0,1
1909,BS166,2018,0,sober_chalk,Fire,352,25,0.42857142857142855,SESE_M,7,1
1910,BS166,2023,0,sober_chalk,Fire,352,25,0.125,SESE_M,0,1
1911,BS167,2007,1,sober_chalk,Fire,409,36,0.10526315789473684,SESE_M,0,0
1912,BS168,2007,1,sober_chalk,Fire,317,35,0.0,SESE_M,0,0
1913,BS168,2009,1,sober_chalk,Fire,317,35,0.6,SESE_M,0,1
1914,BS168,2018,1,sober_chalk,Fire,317,35,0.5,SESE_M,4,1
1915,BS168,2023,1,sober_chalk,Fire,317,35,0.0,SESE_M,0,1
1923,BS177,2007,1,sober_chalk,Fire,540,36,0.11764705882352941,SESE_M,0,0
1924,BS186,2006,1,control,No Fire,235,22,0.25,SESE_M,0,0
1925,BS187,2006,1,chalk,Fire,114,16,0.2631578947368421,SESE_M,0,0
1926,BS187,2009,1,chalk,Fire,114,16,1.625,SESE_M,2,1
1927,BS187,2010,1,chalk,Fire,114,16,0.36363636363636365,SESE_M,5,1
1928,BS187,2013,1,chalk,Fire,114,16,0.3541666666666667,SESE_M,3,1
1929,BS187,2018,1,chalk,Fire,114,16,0.38461538461538464,SESE_M,0,1
1930,BS187,2022,1,chalk,Fire,114,16,0.2727272727272727,SESE_M,3,1
1935,BS190,2006,1,chalk,Fire,79,8,0.0,SESE_M,0,0
1936,BS190,2009,1,chalk,Fire,79,8,0.2,SESE_M,0,1
1937,BS190,2018,1,chalk,Fire,79,8,0.3103448275862069,SESE_M,1,1
1940,BS193,2023,1,sober_chalk,Fire,413,27,0.0,SESE_M,0,1
1971,BS207,2006,1,control,No Fire,305,33,0.18888888888888888,SESE_M,0,0
1972,BS210,2007,1,control,No Fire,25,40,0.34375,SESE_M,0,0
1981,BS219,2006,0,chalk,Fire,101,19,0.05405405405405406,SESE_M,0,0
1982,BS219,2009,0,chalk,Fire,101,19,0.95,SESE_M,0,1
1986,BS221,2006,1,sober_chalk,Fire,435,30,0.4,SESE_M,0,0
1988,BS221,2010,1,sober_chalk,Fire,435,30,0.09375,SESE_M,2,1
1989,BS221,2013,1,sober_chalk,Fire,435,30,0.16216216216216217,SESE_M,2,1
1990,BS221,2018,1,sober_chalk,Fire,435,30,0.875,SESE_M,1,1
1991,BS221,2023,1,sober_chalk,Fire,435,30,0.08695652173913043,SESE_M,1,1
1992,BS222,2006,1,sober_chalk,Fire,416,37,0.0,SESE_M,0,0
1993,BS222,2009,1,sober_chalk,Fire,416,37,1.6,SESE_M,3,1
1995,BS224,2007,1,sober_chalk,Fire,435,31,0.0,SESE_M,0,0
1996,BS224,2009,1,sober_chalk,Fire,435,31,1.4,SESE_M,0,1
1997,BS224,2010,1,sober_chalk,Fire,435,31,0.6666666666666666,SESE_M,2,1
1998,BS224,2013,1,sober_chalk,Fire,435,31,0.7142857142857143,SESE_M,0,1
1999,BS224,2018,1,sober_chalk,Fire,435,31,0.8,SESE_M,3,1
2000,BS224,2022,1,sober_chalk,Fire,435,31,0.4,SESE_M,1,1
2001,BS226,2006,1,sober_chalk,Fire,474,38,0.1,SESE_M,0,0
2002,BS226,2009,1,sober_chalk,Fire,474,38,5.333333333333333,SESE_M,5,1
2003,BS226,2018,1,sober_chalk,Fire,474,38,2.103448275862069,SESE_M,61,1
2004,BS226,2023,1,sober_chalk,Fire,474,38,0.45161290322580644,SESE_M,12,1
2005,BS228,2006,1,sober_chalk,Fire,600,40,0.0,SESE_M,0,0
2024,BS239,2006,1,control,No Fire,88,35,0.0,SESE_M,0,0
2025,BS239,2018,1,control,No Fire,88,35,0.21052631578947367,SESE_M,3,0
2026,BS240,2006,1,sober_chalk,Fire,305,39,0.3611111111111111,SESE_M,0,0
2027,BS241,2006,1,sober_chalk,Fire,361,39,0.08333333333333333,SESE_M,0,0
2028,BS241,2023,1,sober_chalk,Fire,361,39,0.1,SESE_M,4,1
2029,BS242,2006,1,sober_chalk,Fire,403,39,0.25,SESE_M,0,0
2030,BS242,2009,1,sober_chalk,Fire,403,39,1.4,SESE_M,2,1
2031,BS242,2010,1,sober_chalk,Fire,403,39,1.2,SESE_M,2,1
2032,BS242,2013,1,sober_chalk,Fire,403,39,1.2,SESE_M,2,1
2033,BS242,2018,1,sober_chalk,Fire,403,39,0.16666666666666666,SESE_M,6,1
2034,BS242,2022,1,sober_chalk,Fire,403,39,0.16666666666666666,SESE_M,0,1
2035,BS243,2006,0,sober_chalk,Fire,423,27,0.46153846153846156,SESE_M,0,0
2036,BS244,2006,0,sober_chalk,Fire,357,35,0.06976744186046512,SESE_M,0,0
2037,BS244,2009,0,sober_chalk,Fire,357,35,0.76,SESE_M,11,1
2038,BS244,2010,0,sober_chalk,Fire,357,35,0.425,SESE_M,13,1
2039,BS244,2013,0,sober_chalk,Fire,357,35,0.18571428571428572,SESE_M,2,1
2040,BS244,2018,0,sober_chalk,Fire,357,35,0.7222222222222222,SESE_M,19,1
2041,BS244,2023,0,sober_chalk,Fire,357,35,0.07894736842105263,SESE_M,2,1
2048,BS247,2006,0,sober_chalk,Fire,570,26,0.3181818181818182,SESE_M,0,0
2049,BS247,2009,0,sober_chalk,Fire,570,26,0.8709677419354839,SESE_M,43,1
2050,BS247,2010,0,sober_chalk,Fire,570,26,0.4811320754716981,SESE_M,49,1
2051,BS247,2013,0,sober_chalk,Fire,570,26,0.1958041958041958,SESE_M,2,1
2052,BS247,2018,0,sober_chalk,Fire,570,26,0.859375,SESE_M,49,1
2053,BS247,2022,0,sober_chalk,Fire,570,26,0.42105263157894735,SESE_M,10,1
2055,BS249,2006,1,sober_chalk,Fire,580,30,0.013071895424836602,SESE_M,0,0
2056,BS249,2009,1,sober_chalk,Fire,580,30,2.806451612903226,SESE_M,59,1
2069,BS260,2006,1,control,No Fire,240,11,0.0,SESE_M,0,0
2071,BS265,2006,0,control,No Fire,200,20,0.10852713178294573,SESE_M,0,0
2072,BS267,2006,1,control,No Fire,160,37,0.14285714285714285,SESE_M,0,0
2091,BS276,2006,1,chalk,Fire,357,22,0.16666666666666666,SESE_M,0,0
2092,BS276,2009,1,chalk,Fire,357,22,2.4285714285714284,SESE_M,4,1
2093,BS276,2023,1,chalk,Fire,357,22,0.2894736842105263,SESE_M,5,1
2094,BS277,2007,1,dolan_chalk,Fire,262,44,0.18181818181818182,SESE_M,0,0
2095,BS277,2009,1,dolan_chalk,Fire,262,44,3.4,SESE_M,2,1
2096,BS277,2021,1,dolan_chalk,Fire,262,44,4.5,SESE_M,18,1
2097,BS278,2006,1,dolan_chalk,Fire,384,41,0.13793103448275862,SESE_M,0,0
2098,BS278,2009,1,dolan_chalk,Fire,384,41,5.0,SESE_M,5,1
2099,BS278,2010,1,dolan_chalk,Fire,384,41,3.8,SESE_M,8,1
2100,BS278,2013,1,dolan_chalk,Fire,384,41,1.7142857142857142,SESE_M,4,1
2101,BS278,2018,1,dolan_chalk,Fire,384,41,0.42857142857142855,SESE_M,11,1
2102,BS278,2021,1,dolan_chalk,Fire,384,41,4.75,SESE_M,5,1
2103,BS279,2006,0,dolan_chalk,Fire,256,15,0.16,SESE_M,0,0
2104,BS279,2009,0,dolan_chalk,Fire,256,15,2.625,SESE_M,8,1
2105,BS279,2021,0,dolan_chalk,Fire,256,15,2.7142857142857144,SESE_M,71,1
2106,BS281,2006,0,dolan,Fire,92,33,0.18487394957983194,SESE_M,0,0
2113,BS283,2006,1,chalk,Fire,606,33,0.08333333333333333,SESE_M,0,0
2114,BS283,2009,1,chalk,Fire,606,33,3.5,SESE_M,4,1
2115,BS283,2010,1,chalk,Fire,606,33,0.1276595744680851,SESE_M,4,1
2116,BS283,2013,1,chalk,Fire,606,33,0.06779661016949153,SESE_M,1,1
2117,BS283,2018,1,chalk,Fire,606,33,0.21428571428571427,SESE_M,9,1
2118,BS283,2022,1,chalk,Fire,606,33,0.023809523809523808,SESE_M,0,1
2124,BS293,2006,1,control,No Fire,287,21,0.0,SESE_M,0,0
2126,BS295,2007,1,dolan,Fire,150,25,0.8461538461538461,SESE_M,0,0
2127,BS295,2009,1,dolan,Fire,150,25,0.8461538461538461,SESE_M,0,0
2128,BS295,2010,1,dolan,Fire,150,25,1.0,SESE_M,0,0
2129,BS295,2013,1,dolan,Fire,150,25,0.9166666666666666,SESE_M,0,0
2130,BS295,2018,1,dolan,Fire,150,25,1.0909090909090908,SESE_M,1,0
2131,BS295,2021,1,dolan,Fire,150,25,0.7,SESE_M,11,1
2132,BS296,2006,0,dolan_chalk,Fire,590,40,0.0,SESE_M,0,0
2133,BS296,2009,0,dolan_chalk,Fire,590,40,0.0,SESE_M,0,1
2134,BS296,2021,0,dolan_chalk,Fire,590,40,0.07017543859649122,SESE_M,0,1
2135,BS297,2006,1,dolan_chalk,Fire,618,30,0.3333333333333333,SESE_M,0,0
2136,BS297,2009,1,dolan_chalk,Fire,618,30,2.0,SESE_M,5,1
2137,BS297,2010,1,dolan_chalk,Fire,618,30,1.6666666666666667,SESE_M,7,1
2138,BS297,2013,1,dolan_chalk,Fire,618,30,0.8333333333333334,SESE_M,0,1
2139,BS297,2018,1,dolan_chalk,Fire,618,30,0.3333333333333333,SESE_M,2,1
2140,BS297,2021,1,dolan_chalk,Fire,618,30,0.6,SESE_M,18,1
2141,BS299,2006,0,dolan_chalk,Fire,199,40,0.09090909090909091,SESE_M,0,0
2142,BS299,2009,0,dolan_chalk,Fire,199,40,0.2,SESE_M,0,1
2143,BS299,2021,0,dolan_chalk,Fire,199,40,1.8571428571428572,SESE_M,2,1
2144,BS301,2006,1,dolan_chalk,Fire,510,27,0.15789473684210525,SESE_M,0,0
2145,BS301,2009,1,dolan_chalk,Fire,510,27,2.8333333333333335,SESE_M,1,1
2146,BS301,2010,1,dolan_chalk,Fire,510,27,1.9444444444444444,SESE_M,3,1
2147,BS301,2013,1,dolan_chalk,Fire,510,27,1.0344827586206897,SESE_M,0,1
2148,BS301,2018,1,dolan_chalk,Fire,510,27,0.30952380952380953,SESE_M,22,1
2149,BS301,2021,1,dolan_chalk,Fire,510,27,2.6363636363636362,SESE_M,20,1
2163,BS309,2006,1,dolan_chalk,Fire,640,17,0.0,SESE_M,0,0
2171,BS313,2006,1,control,No Fire,581,20,0.13157894736842105,SESE_M,0,0
2172,BS313,2010,1,control,No Fire,581,20,0.05660377358490566,SESE_M,3,0
2173,BS313,2013,1,control,No Fire,581,20,0.05084745762711865,SESE_M,0,0
2174,BS313,2018,1,control,No Fire,581,20,0.039473684210526314,SESE_M,0,0
2175,BS313,2022,1,control,No Fire,581,20,0.08333333333333333,SESE_M,0,0
2210,BS338,2006,0,control,No Fire,599,21,0.2916666666666667,SESE_M,0,0
2211,BS355,2007,0,sober_chalk,Fire,470,33,0.1875,SESE_M,0,0
2212,BS355,2009,0,sober_chalk,Fire,470,33,2.2857142857142856,SESE_M,9,1
2213,BS355,2010,0,sober_chalk,Fire,470,33,1.7777777777777777,SESE_M,11,1
2214,BS355,2013,0,sober_chalk,Fire,470,33,0.5333333333333333,SESE_M,3,1
2215,BS355,2018,0,sober_chalk,Fire,470,33,0.7058823529411765,SESE_M,16,1
2216,BS355,2023,0,sober_chalk,Fire,470,33,0.4166666666666667,SESE_M,1,1
2219,BS359,2007,0,sober_chalk,Fire,717,37,0.28,SESE_M,0,0
2220,BS359,2009,0,sober_chalk,Fire,717,37,0.6153846153846154,SESE_M,19,1
2231,BS376,2007,1,control,No Fire,185,38,0.0,SESE_M,0,0
2237,BS382,2006,1,dolan_chalk,Fire,410,39,0.2777777777777778,SESE_M,0,0
2238,BS382,2021,1,dolan_chalk,Fire,410,39,0.7868852459016393,SESE_M,53,1
2247,BS388,2007,1,dolan,Fire,146,24,0.2641509433962264,SESE_M,0,0
2248,BS388,2018,1,dolan,Fire,146,24,0.04838709677419355,SESE_M,11,0
2249,BS388,2021,1,dolan,Fire,146,24,3.3333333333333335,SESE_M,29,1
2250,BS389,2006,0,dolan,Fire,135,38,0.13636363636363635,SESE_M,0,0
2251,BS389,2021,0,dolan,Fire,135,38,4.0,SESE_M,2,1
2252,BS390,2007,1,sober_chalk,Fire,328,27,0.0,SESE_M,0,0
2253,BS390,2009,1,sober_chalk,Fire,328,27,2.0,SESE_M,0,1
2255,BS390,2013,1,sober_chalk,Fire,328,27,1.0,SESE_M,1,1
2257,BS390,2022,1,sober_chalk,Fire,328,27,0.5,SESE_M,0,1
2258,BS391,2007,1,dolan,Fire,203,35,0.07142857142857142,SESE_M,0,0
2259,BS391,2010,1,dolan,Fire,203,35,0.08653846153846154,SESE_M,16,0
2260,BS391,2013,1,dolan,Fire,203,35,0.08737864077669903,SESE_M,1,0
2261,BS391,2018,1,dolan,Fire,203,35,0.12,SESE_M,3,0
2262,BS391,2021,1,dolan,Fire,203,35,16.5,SESE_M,39,1
2263,BS392,2007,1,dolan,Fire,294,29,0.11627906976744186,SESE_M,0,0
2264,BS392,2009,1,dolan,Fire,294,29,0.25142857142857145,SESE_M,5,0
2265,BS392,2010,1,dolan,Fire,294,29,0.2542372881355932,SESE_M,5,0
2266,BS392,2013,1,dolan,Fire,294,29,0.20555555555555555,SESE_M,6,0
2267,BS392,2018,1,dolan,Fire,294,29,0.26666666666666666,SESE_M,4,0
2268,BS392,2021,1,dolan,Fire,294,29,6.0,SESE_M,143,1
2271,BS394,2006,1,dolan,Fire,382,30,0.03896103896103896,SESE_M,0,0
2272,BS394,2016,1,dolan,Fire,382,30,0.2923076923076923,SESE_M,24,0
2273,BS394,2018,1,dolan,Fire,382,30,0.3888888888888889,SESE_M,13,0
2274,BS394,2021,1,dolan,Fire,382,30,3.1666666666666665,SESE_M,27,1
2278,BS407,2006,1,dolan,Fire,680,24,0.18181818181818182,SESE_M,0,0
2279,BS407,2009,1,dolan,Fire,680,24,0.22,SESE_M,2,0
2280,BS407,2010,1,dolan,Fire,680,24,0.20408163265306123,SESE_M,6,0
2281,BS407,2013,1,dolan,Fire,680,24,0.1509433962264151,SESE_M,1,0
2282,BS407,2018,1,dolan,Fire,680,24,0.14516129032258066,SESE_M,4,0
2283,BS407,2021,1,dolan,Fire,680,24,3.230769230769231,SESE_M,20,1
2286,BS412,2006,1,control,No Fire,209,35,0.75,SESE_M,0,0
2287,BS412,2009,1,control,No Fire,209,35,0.5833333333333334,SESE_M,1,0
2288,BS412,2010,1,control,No Fire,209,35,0.40350877192982454,SESE_M,0,0
2289,BS412,2013,1,control,No Fire,209,35,0.24615384615384617,SESE_M,1,0
2290,BS412,2018,1,control,No Fire,209,35,0.12359550561797752,SESE_M,8,0
2291,BS412,2022,1,control,No Fire,209,35,0.11428571428571428,SESE_M,0,0
2298,BS416,2007,0,dolan,Fire,580,42,0.24074074074074073,SESE_M,0,0
2299,BS416,2010,0,dolan,Fire,580,42,0.22972972972972974,SESE_M,1,0
2300,BS416,2013,0,dolan,Fire,580,42,0.12658227848101267,SESE_M,3,0
2301,BS416,2018,0,dolan,Fire,580,42,0.09782608695652174,SESE_M,9,0
2302,BS416,2021,0,dolan,Fire,580,42,2.9473684210526314,SESE_M,25,1
2303,BS420,2007,0,dolan_chalk,Fire,554,31,0.7407407407407407,SESE_M,0,0
2304,BS420,2009,0,dolan_chalk,Fire,554,31,0.8823529411764706,SESE_M,18,1
2305,BS420,2021,0,dolan_chalk,Fire,554,31,1.75,SESE_M,16,1
2306,BS423,2006,0,dolan_chalk,Fire,106,41,0.08888888888888889,SESE_M,0,0
2307,BS423,2009,0,dolan_chalk,Fire,106,41,0.7083333333333334,SESE_M,5,1
2308,BS423,2021,0,dolan_chalk,Fire,106,41,1.6111111111111112,SESE_M,18,1
2310,BS426,2006,0,dolan_chalk,Fire,226,34,0.14285714285714285,SESE_M,0,0
2311,BS426,2009,0,dolan_chalk,Fire,226,34,1.25,SESE_M,0,1
2312,BS426,2010,0,dolan_chalk,Fire,226,34,0.5882352941176471,SESE_M,0,1
2313,BS426,2013,0,dolan_chalk,Fire,226,34,0.21212121212121213,SESE_M,3,1
2314,BS426,2018,0,dolan_chalk,Fire,226,34,0.13513513513513514,SESE_M,4,1
2315,BS426,2021,0,dolan_chalk,Fire,226,34,3.875,SESE_M,2,1
2319,BS429,2007,1,sober,Fire,351,35,0.0,SESE_M,0,0
2320,BS429,2009,1,sober,Fire,351,35,0.0,SESE_M,0,0
2321,BS429,2010,1,sober,Fire,351,35,0.0,SESE_M,0,0
2322,BS429,2013,1,sober,Fire,351,35,0.0,SESE_M,0,0
2323,BS429,2018,1,sober,Fire,351,35,0.6666666666666666,SESE_M,0,1
2324,BS429,2022,1,sober,Fire,351,35,0.0,SESE_M,0,1
2327,BS433,2007,1,sober_chalk,Fire,350,34,0.2222222222222222,SESE_M,0,0
2328,BS433,2009,1,sober_chalk,Fire,350,34,0.6666666666666666,SESE_M,5,1
2329,BS433,2010,1,sober_chalk,Fire,350,34,0.6666666666666666,SESE_M,5,1
2330,BS433,2013,1,sober_chalk,Fire,350,34,0.3333333333333333,SESE_M,0,1
2331,BS433,2018,1,sober_chalk,Fire,350,34,0.25,SESE_M,1,1
2332,BS433,2022,1,sober_chalk,Fire,350,34,0.3333333333333333,SESE_M,0,1
2341,BS457,2007,1,chalk,Fire,443,34,0.35294117647058826,SESE_M,0,0
2342,BS457,2009,1,chalk,Fire,443,34,1.3333333333333333,SESE_M,9,1
2343,BS457,2010,1,chalk,Fire,443,34,1.3333333333333333,SESE_M,9,1
2344,BS457,2013,1,chalk,Fire,443,34,0.6666666666666666,SESE_M,0,1
2345,BS457,2018,1,chalk,Fire,443,34,0.14285714285714285,SESE_M,3,1
2346,BS457,2022,1,chalk,Fire,443,34,0.09090909090909091,SESE_M,2,1
2355,BS469,2007,1,sober,Fire,543,35,0.14285714285714285,SESE_M,0,0
2357,BS474,2006,0,dolan_chalk,Fire,289,41,0.13043478260869565,SESE_M,0,0
2358,BS474,2021,0,dolan_chalk,Fire,289,41,0.7407407407407407,SESE_M,23,1
2362,BS494,2007,1,control,No Fire,442,32,0.8181818181818182,SESE_M,0,0
2363,BS494,2010,1,control,No Fire,442,32,0.6666666666666666,SESE_M,0,0
2364,BS494,2013,1,control,No Fire,442,32,0.46153846153846156,SESE_M,0,0
2365,BS494,2018,1,control,No Fire,442,32,0.2,SESE_M,3,0
2366,BS494,2022,1,control,No Fire,442,32,0.11764705882352941,SESE_M,0,0
2374,BS513,2006,1,dolan,Fire,310,33,0.0,SESE_M,0,0
2375,BS513,2009,1,dolan,Fire,310,33,0.0,SESE_M,0,0
2376,BS513,2011,1,dolan,Fire,310,33,0.0,SESE_M,0,0
2377,BS513,2014,1,dolan,Fire,310,33,0.0,SESE_M,0,0
2378,BS513,2019,1,dolan,Fire,310,33,0.3333333333333333,SESE_M,0,0
2390,BS600,2007,1,sober,Fire,549,32,0.6,SESE_M,0,0
2391,BS600,2018,1,sober,Fire,549,32,0.6666666666666666,SESE_M,7,1
2392,BS600,2023,1,sober,Fire,549,32,0.2222222222222222,SESE_M,0,1
2393,BS601,2007,1,sober,Fire,603,25,0.15384615384615385,SESE_M,0,0
2394,BS601,2009,1,sober,Fire,603,25,0.15384615384615385,SESE_M,0,0
2395,BS601,2010,1,sober,Fire,603,25,0.15384615384615385,SESE_M,0,0
2396,BS601,2013,1,sober,Fire,603,25,0.08333333333333333,SESE_M,0,0
2397,BS601,2018,1,sober,Fire,603,25,0.1320754716981132,SESE_M,5,1
2398,BS601,2022,1,sober,Fire,603,25,0.1724137931034483,SESE_M,1,1
2399,BS603,2007,1,sober,Fire,491,31,0.0,SESE_M,0,0
2400,BS603,2009,1,sober,Fire,491,31,0.1111111111111111,SESE_M,0,0
2401,BS603,2010,1,sober,Fire,491,31,0.0,SESE_M,0,0
2402,BS603,2013,1,sober,Fire,491,31,0.0,SESE_M,0,0
2403,BS603,2018,1,sober,Fire,491,31,0.10526315789473684,SESE_M,5,1
2404,BS603,2022,1,sober,Fire,491,31,0.1,SESE_M,5,1
2405,BS604,2007,1,sober,Fire,550,33,0.21739130434782608,SESE_M,0,0
2406,BS604,2018,1,sober,Fire,550,33,0.034482758620689655,SESE_M,20,1
2407,BS605,2007,1,control,No Fire,119,35,0.6,SESE_M,0,0
2409,BS610,2007,0,dolan_chalk,Fire,206,44,0.02631578947368421,SESE_M,0,0
2410,BS610,2009,0,dolan_chalk,Fire,206,44,2.3333333333333335,SESE_M,2,1
2411,BS610,2021,0,dolan_chalk,Fire,206,44,2.0,SESE_M,25,1
2412,BS611,2007,1,dolan_chalk,Fire,378,35,0.30303030303030304,SESE_M,0,0
2413,BS611,2009,1,dolan_chalk,Fire,378,35,1.3571428571428572,SESE_M,17,1
2414,BS611,2010,1,dolan_chalk,Fire,378,35,0.2153846153846154,SESE_M,20,1
2415,BS611,2013,1,dolan_chalk,Fire,378,35,0.125,SESE_M,1,1
2416,BS611,2018,1,dolan_chalk,Fire,378,35,0.2916666666666667,SESE_M,14,1
2417,BS611,2021,1,dolan_chalk,Fire,378,35,18.333333333333332,SESE_M,26,1
2418,BS612,2007,1,dolan_chalk,Fire,415,34,0.48333333333333334,SESE_M,0,0
2419,BS612,2009,1,dolan_chalk,Fire,415,34,5.0,SESE_M,48,1
2420,BS612,2021,1,dolan_chalk,Fire,415,34,3.5555555555555554,SESE_M,34,1
2421,BS613,2007,1,dolan_chalk,Fire,291,40,0.05,SESE_M,0,0
2422,BS613,2009,1,dolan_chalk,Fire,291,40,1.2222222222222223,SESE_M,1,1
2423,BS613,2018,1,dolan_chalk,Fire,291,40,0.07692307692307693,SESE_M,1,1
2424,BS613,2021,1,dolan_chalk,Fire,291,40,0.17647058823529413,SESE_M,1,1
2425,BS620,2007,1,control,No Fire,284,36,0.07692307692307693,SESE_M,0,0
2426,BS621,2007,1,chalk,Fire,218,38,0.5416666666666666,SESE_M,0,0
2427,BS622,2007,1,control,No Fire,55,38,0.06666666666666667,SESE_M,0,0
2428,BS623,2007,1,control,No Fire,341,38,0.6666666666666666,SESE_M,0,0
2429,BS624,2007,0,control,No Fire,435,12,0.24651162790697675,SESE_M,0,0
2430,BS625,2007,1,control,No Fire,302,0,0.8333333333333334,SESE_M,0,0
2431,BS626,2007,0,control,No Fire,357,43,0.948051948051948,SESE_M,0,0
2432,BS627,2007,1,chalk,Fire,119,28,0.0,SESE_M,0,0
2433,BS627,2009,1,chalk,Fire,119,28,1.0,SESE_M,0,1
2435,BS629,2007,1,chalk,Fire,373,30,0.1111111111111111,SESE_M,0,0
2436,BS629,2009,1,chalk,Fire,373,30,0.8333333333333334,SESE_M,2,1
2437,BS629,2018,1,chalk,Fire,373,30,0.11235955056179775,SESE_M,7,1
2438,BS632,2007,0,sober_chalk,Fire,499,19,0.19047619047619047,SESE_M,0,0
2439,BS632,2009,0,sober_chalk,Fire,499,19,1.0,SESE_M,3,1
2440,BS632,2018,0,sober_chalk,Fire,499,19,1.027027027027027,SESE_M,10,1
2441,BS632,2023,0,sober_chalk,Fire,499,19,0.24242424242424243,SESE_M,6,1
